content,Quality,Service,Shipping,Packing
"treo người lên khá là đau giữa 2 bên nách do bị tì đè nặng nhưng miếng đệm không đủ êm, thanh treo khó cố định trên tường",1,1,1,1
ai chưa dùng không nên mua mang vào chừng 5p là không thở nổi,1,1,1,1
"giao size nhỏ quá , chất liệu vải mỏng , các chốt khóa yếu có thể sứt ra bất kỳ",1,1,1,1
"khi treo lên rất là đau hai bên nách, lớp đệm 2 bên quá mòng. các khóa không chắc chắn treo người lên là tụt dây",1,1,1,1
"gây đau nách, không đu được lâu.",1,1,1,1
không sử dụng được nó không bám được vào eo nhưng nó tuột luốt hà.,0,0,0,0
"các dây đeo may quá mỏng mảnh, và chiều cao đai quấn thấp khó chịu được sức nặng trên 60kg",0,0,0,0
không dùng hiệu quả đau tay,0,0,0,0
"khó sử dụng do dây đai hơn ngắn, bất lợi nếu không có chỗ treo",1,1,1,1
"đừng mua nếu không muốn phí tiền. đai không treo được, thiết kế kém nó sẽ bụ tuột",1,1,1,1
đeo vào tuột đến nách. không phù hợp,1,1,1,1
tụt mỗi khi đeo không như quảng cáo,1,1,1,1
"tương đối, nhưng thảm quá mỏng, tập dễ đau chân, đầu gối.",0,0,0,0
"mặt dưới bị sẹo cắt mất 1 góc, mặt trên lỗ rỗ. rất tệ! sau này tẩy chay kg mua sản phẩm của cửa sản phẩm này nữa",1,1,1,1
"chất lượng quá kém, thảm quá mềm, lún, mau rách.",1,1,1,1
giao không đúng màu. đặt xanh dương giao. anh lam,1,1,1,1
cửa sản phẩm cho màu đen xì xấu quá,1,1,1,1
"màu không hài lòng , sản phẩm giao đúng ngày",1,1,1,1
"đăng bán thì king sport martial art cửa sản phẩm hn.nhưng tính tiền mua thì frood.đặt 2 đôi thì giao ""2 cái"".chủ cửa sản phẩm biết 1 đôi với 2 đôi là mấy cái không vậy.đặt 3 lần trả sản phẩm 2 lần.nghĩ nhầm lẫn hay cố tình thế.1 đôi 2kg 1kgx2 có 220k.ng ta đặt 2 đôi 1kg 0,5x2 nhưng giao loại 1 đôi 2kg 1kgx2 tinh tiền tới 330k.",1,1,1,1
"21/5 tạ đeo chân tay chạy bộ thể thao tập gym , tập thể hình chuyên nghiệp 1 đôi 0.5 kg / chiếc - đen viền xanh king sport martial art cửa sản phẩm hn 156.000 ₫ tổng tiền: 312.000 ₫. khi nhận sản phẩm mở ra chỉ có 1 đôi nhưng tiền thì x2.cửa sản phẩm đóng gói giao sản phẩm kì vậy.tôi trả sản phẩm và đặt lại lần 2.cửa sản phẩm ktra kĩ giúp nhé.",1,1,1,1
đặt 2 cặp nhưng cửa sản phẩm gửi được 1 cặp. ib cửa sản phẩm thì không thấy trả lời. làm ăn quá chán. lần đầu mua sản phẩm bên tiki gặp trường hợp này,1,1,1,1
"chất lượng tốt, tuy nhiên nên ghi rõ cụ thể cho không đỡ nhầm lẫn. nt cửa sản phẩm không repp",0,0,0,0
"sản phẩm không giống hình, cửa sản phẩm không hỗ trợ",1,1,1,1
"1, đặt tạ 2kg 1 bên thì cửa sản phẩm giao 1,5kg ngại đổi trả nên dùng luôn. 2, ưu điểm đây là phiên bản bi sắt chứ không phải là cát",0,0,0,0
cửa sản phẩm giao không đúng sản phẩm trên hình,1,1,1,1
mình đặt mua sản phẩm 4 ký tạ 2 ký mỗi bên nhưng giao nhầm 3 ký tạ 1.5 ký mỗi bên. vui lòng đổi trả giùm,0,0,0,0
đặt mua mỗi bên 2kg 350k đến khi giao chỉ có 1.5kg 285k nhưng phải thanh toán 350k. làm biếng đổi trả nên nhận xài luôn.,0,0,0,0
"gửi sai sản phẩm, tạ chân 4kg nhưng lại gửi đến 3kg",1,1,1,1
"làm ăn kiểu gì thế. đặt tạ 4 kí nhưng giao 3 kí, ăn tiền kiểu này dễ nhỉ",1,1,1,1
"nhanh tụt xuống quá , di chuyển cũng tốt",0,0,0,0
chậm quá mất thời gian chờ,1,1,1,1
"dính bẩn và không nhưng mac, có thể sản phẩm lỗi khách đã trả về.",0,0,0,0
"mang đúng 1 lần đã vậy, đề nghị có giải thích. sém xíu nữa rơi điện thoại",1,1,1,1
"không đáng với đồng tiền bỏ ra. đường chỉ kém, mặc mấy ngày là bung hết cả chỉ ở cạp quần",1,1,1,1
"vải cứng mặc không thoải mái như mô tả , ngoài ra bị tróc logo từ khi nhận ! vui lòng đổi trả hoàn tiền",1,1,1,1
chất lượng tệ quá ạ. ngồi xuống chỗ nào xù xì là chóc ngay,0,0,0,0
"túi quần cạn không để được đt , dây kéo rất dễ hỏng",0,0,0,0
bình thường sản phẩm không chuẩn size . size xxl nhưng cho người 14-15 mặc.,1,1,1,1
sản phẩm tạm ổn tốt tốt tốt đuôc so với giá tiền,0,0,0,0
mình đặt xl nhưng giao cho mình size nhỏ quá,0,0,0,0
đặt quần này giao quần khác,1,1,1,1
sản phẩm không giống quảng cáo,1,1,1,1
"bình thường, tạm ổn tốt tốt tốt được trong giá tiền",0,0,0,0
chất lượng kém chất lượng xấu.,1,1,1,1
giao sản phẩm không đúng như giới thiệu . thiếu tất,0,0,0,0
"tốt mang đi làm đúng chất,bình dân",0,0,0,0
đánh giá không tính điểm nhà bán đã không giao đôi tất đá bóng như cam kết.,1,1,1,1
lúc giao sản phẩm thì shipper bảo mở ra nếu đeo không rõ có thể gọi để đổi. gọi tổng đài thì bảo mở bịch đựng rồi nên không cho đổi.,1,1,1,1
"trày xước móp méo trông khá cũ ở 2 bên, khả năng cao là sản phẩm china",1,1,1,1
"nói chung là không nên mua, lưới kém cây yếu",1,1,1,1
sản phẩm chất lượng thấp mới mua dùng 1 tuần bị hỏng,1,1,1,1
"giao sản phẩm nhanh, sản phẩm đóng gói cẩm thận. tuy nhiên nhà bán sản phẩm không kiểm tra sản phẩm đàng hoàng, kính bị trầy một bên. do người nhà nhận giùm nên không kiểm tra khi nhận sản phẩm. không hài lòng.",0,0,0,0
"kính vẫn vào nước, không như kỳ vọng",0,0,0,0
"bình thường, vẫn bị vào nước",0,0,0,0
ưu điểm kính đúng độ cận đã đặt nhược kính nhận được lại là 1 cái kính không đúng hãng em mua hãng legaxi nhưng em lại nhận được 1 cái kính của 1 hãng trung nào đó và thực sự thì kính không chống xước em không bt có đổi lại được cái đúng hãng không ạ,0,0,0,0
"mình vừa nhận sản phẩm. không hiểu sao tiki có thể giao 1 sản phẩm lỗi rành rành thế này, thiếu mất 1 bên ron cao su mắt. lại sai độ cận trên đơn sản phẩm đã đặt. mình đặt mp : 6 độ, mt 7 độ. kính lắp 6 độ hai bên. vui lòng hỗ trợ đổi trả sản phẩm sử dụng được giúp mình.",1,1,1,1
giao sai sản phẩm nhưng tiki từ chối đổi sản phẩm. làm ăn vớ vẩn. cho 119k,1,1,1,1
"mình nhận kính vào ngày 21.8.2019. đến nay đã được gần 2 tuần khoảng 5 buổi đi bơi . lúc đầu mình khá hài lòng với chất lượng kính, giúp mình nhìn rõ lúc đi bơi lên rất nhiều. tuy nhiên ngày 8.9.2019, mình đang bơi thì miếng nhựa như trong hình bị gẫy và kính bị tuột ra. sản phẩm thoạt đầu khá ưng ý mình nhưng sau đó lại làm mình thất vọng. chính vì thế mình đề nghị cửa sản phẩm xử lý và bảo hành cho mình sản phẩm này",1,1,1,1
"giao sản phẩm rất nhanh, kích cũng khá đẹp, tốt cho đến khi kiểm tra độ cận. mình đặt 1 bên 7 độ, 1 bên 5 độ nhưng lại giao thành 1 bên 7 1 bên 1.5 độ",0,0,0,0
"kính nhìn rõ, độ cận chuẩn các mắt nhưng bị vào nước, mình đã siết dây rất chặt đến đau cả đầu nhưng vẫn bị vào nước, bơi được khoảng 50-70m là nước vào chạm đến mắt rồi, rất khó chịu.",0,0,0,0
chưa hài lòng lắm. chất lượng chưa tốt,0,0,0,0
"sản phẩm dùng được tuy nhiên vận chuyển hộp bị vỡ, nhờ đơn vị bán sản phẩm ửi hộp khác giùm. cám ơn tiki",0,0,0,0
"chất lượng tốt , kính bơi cận nhìn mờ không rõ lắm, và giao sản phẩm bị rách cho mình, tiki vui lòng đổi sản phẩm giúp mình .",1,1,1,1
"mình đặt tròng kính loại 2,5 trái và 5 độ phải nhưng kính giao tới lại là 0,5 trái và 2,5 phải",0,0,0,0
trình duyệt xuất đơn sản phẩm sai nhưng tôi không cẩn thận kiểm tra lại. tôi muốn đổi lại sản phẩm khác với độ cận như sau tr 2.0 và ph 1.5,0,0,0,0
mình không hài lòng vì kính bị vô nước,0,0,0,0
"sản phẩm quá tệ, không dùng được",1,1,1,1
"đeo lần thứ 2 là kính bị hầm hơi, nhìn không rõ. không biết có cách nào khắc phục ko.",1,1,1,1
đặt mua kính 6-7 độ nhưng cửa sản phẩm giao kính 7 độ không dùng được,1,1,1,1
"cao su quá kém đeo, bị đau và, hở nước có thể vào",1,1,1,1
"sản phẩm giao không đúng ,phải đổi trả lại tại cửa sản phẩm.tiki giao sản phẩm nhanh hơn dự kiến!",0,0,0,0
kính không trong lắm,0,0,0,0
"tạ bẩn ở vài góc nên không biết do để ngoài lâu dính bẩn hay sao. đồng thời, tay cầm cao su mình tưởng như của brosman nhưng không phải nên hơi thất vọng tí vì cao su này cầm nhám tay, không được trơn tru như brosman. cá chất giống kiểu kẹo gôm dẻo lăn đường ấy",0,0,0,0
giao sản phẩm bị trầy rách. đề nghi tiki yêu cầu ncc đổi sản phẩm mới giúp.,1,1,1,1
chất lượng kém chất lượng. sản phẩm không nhưng nguyên vẹn,1,1,1,1
giao sản phẩm bị lỗi. rách bao. xung quanh bị trầy. chất lượng chất lượng kém.,1,1,1,1
tọa gửi ra bị bóc vỏ nhừa ra hết phải mua vỏ khác thay,1,1,1,1
"cửa sản phẩm để bộ 2 bình xăng zippo nhưng mình khui ra thấy chỉ có 1 bình xăng và 1 hộp đá là sao vậy cửa sản phẩm.mình ỷ y kg kiểm tra sản phẩm lúc giao,và hôm nay mình lấy ra sử dụng thì thấy chỉ có 1 hộp.mình hơi bức xúc nên cửa sản phẩm cho 1 câu trả lời thoả đáng.",1,1,1,1
". đổ kiểu gì nhưng sau một tối là bay hơi sạch sang nhà thằng bạn đổ cái xăng xịn thấy 1 tuần mới hết hôm mang sang nhà nó soi tem nhãn 2 bình xăng thấy đúng là đồ lởm. làm ăn toét, dẹp cái tiệm này đi tiki ạ",1,1,1,1
sản phẩm giả. đảo khuy sản phẩm ra dùng bị chảy xăng ra nắp. check lại sản phẩm là sản phẩm giả,1,1,1,1
giao sản phẩm thiếu đặt 2 bình nhưng cửa sản phẩm giao 1 nhắn tin yêu cầu giao thêm cửa sản phẩm trả lời cho qua chuyện không giải quyết yêu cầu phản hồi từ người mua sản phẩm,1,1,1,1
mua sản phẩm new chứ có phải là sản phẩm đã sử dụng đâu. thất vọng nồi.,1,1,1,1
"giao sản phẩm nhanh, nhưng bị đảo. ghi một bộ 2bình xăng 129000 mua 2 bộ giao một bộ 2 bình trị giá 275000đ",1,1,1,1
"rất thất vọng vì là khách sản phẩm thường xuyên của tiki nhưng nhận được sản phẩm giả, xăng không sử dụng được!",1,1,1,1
"hang giao goi can than nhung xai het rat nhanh, di hoi qua",0,0,0,0
sản phẩm mới khui ra nhưng nhìn thấy coi bộ kém lắm chất lượng thì chưa biết sao luôn,1,1,1,1
xăng sản xuất tại mỹ tho các bác nhé,1,1,1,1
xăng chất lượng kém. mua 1 lần không mua nữa,1,1,1,1
sản phẩm đóng gói kỷ nhưng dung tích không như giới thiệu,0,0,0,0
"sử dụng được, giao sản phẩm đúng hẹn",1,1,1,1
xăng zippo fake. kém chất lượng.,1,1,1,1
đóng gói chưa được tốt lắm,0,0,0,0
không hài lòng cho hai sao,1,1,1,1
xăng không đạt tiêu chuẩn.,1,1,1,1
quảng cáo 2 bình nhưng mùa chỉ giao 1,1,1,1,1
mua về châm vào thì cháy hk châm hk cháy.mở ra ướt cả gòn nhưng hk cháy. thất vọng quá,1,1,1,1
"van đóng bị hư rồi cửa sản phẩm ơi vặn hoài nó không ra, không thổi khí vô được",1,1,1,1
cửa sản phẩm người mùa đưa cầu kém chất lượng,1,1,1,1
mua vợt t700. nhưng giao vợt không giống mô tả.,1,1,1,1
mua cây t700. giao sản phẩm không đúng mô tả.,1,1,1,1
"sản phẩm đúng chất lượng và mô tả của nhà bán sản phẩm. tuy nhiên vấn đề nằm ở chức năng, khi mua về mới thấy rằng nó thật sự không có tác dụng mấy.",0,0,0,0
"đóng gói sơ sài, sản phẩm bằng nhựa, giao sản phẩm bị gãy.",1,1,1,1
sản phẩm giao bị gãy. yêu cầu đổi sản phẩm!,1,1,1,1
đặt xà 80 lại giao 60 nhưng tính tiền xà 80 khôn quá!,1,1,1,1
quá chán khi nhận sản phẩm. sản phẩm trung quốc chứ không phải việt nam,1,1,1,1
sản phẩm china nhưng ghi quảng cáo là của vietnam. tào lao,1,1,1,1
"chất lượng tốt nhưng thiếu, trong hình 3 thanh tạ và 4 con ốc, nhưng khi giao chỉ nhưng 2 thanh tạ và 3 con ốc. khi chat hoặc gọi điện thì không phản hồi. sau khi của sản phẩm nhận được phản hồi có gởi thêm đủ sản phẩm, rất tốt, nếu sản phẩm thiếu thì cửa sản phẩm gởi thêm không tốn phí.",1,1,1,1
đặt chiếc đen nhưng giao chiếc trắng đã đổi trả nhưng vẫn giao lại chiếc trắng,1,1,1,1
"sản phẩm quá bình thường, nhựa ọp ẹp không biết hỏng khi mô. giá quá cao không tương xứng",0,0,0,0
"tạ tay chất lượng tốt nhưng khi nhận sản phẩm thì miếng mút bao ngoài bị rách nhiều chổ phải dán keo lại mới coi được, nếu bộ phận kiểm sản phẩm làm kỷ việc này thì chắc chắn sẽ được 5 sao",0,0,0,0
"bán sản phẩm kiểu này thì thua rồi, 500k nhưng thằng nào rạch ra coi thử vầy nè, làm ăn quá",1,1,1,1
đánh cho đủ hai mươi lăm kí tự,0,0,0,0
"sản phẩm không giống hình. phần cao su bọc ngoài có mùi, bị rách 1 số chỗ, không rõ loại gì nhưng dính bẩn kinh.",0,0,0,0
sản phẩm bị rách phần bọc vậy có tính là giao sản phẩm lỗi không tiki?,1,1,1,1
"xà chất lượng tốt, phù hợp 1m55 trở xuống vì hơi thấp, vít bị lỗi không đưa được vào khớp nối, đề nghị tiki đổi lại giúp. mới dùng tiki nên không rõ liên hệ ở đâu để báo đổi.",0,0,0,0
"sản phẩm dùng loại thép mỏng, ống thép kết nối với thanh xà ngang bề mặt gồ ghề, có cảm giác chịu lực yếu, giao thiếu 2 long đen cong dùng để cố định thanh xà đơn, hiện tại chưa giám sử dụng chờ tiki bổ xung 2 long đen cong!",1,1,1,1
"giao thiếu 04 con ốc vặn, vui lòng bổ sung để hoàn thiện lắp ráp",1,1,1,1
"giao thiếu thanh xà đơn, cty phản hồi không có trách nhiệm",1,1,1,1
"ban hang giao thieu 8 con oc ,nhan tin ma không them tra loi.kieu chi muon ban cho được hang,con sau do thi khong can quan tam .bo tay.moi nguoi mua hang can than nhe.vi mua ca set xa don ma thieu oc thi cung coi nhu bor di.lan dau mua tren tiki va cung la lan cuoi.dịch vụ qua te",1,1,1,1
"giao sản phẩm thiếu nhiều thứ, gắn vào thì không vừa, liên hệ tiki hỗ trợ thì nói gửi , gửi xong tiki im lặng luôn",1,1,1,1
"sản phẩm thiếu 4 con ốc, gia công chỗ tay cầm lộn xộn, thanh chắn ngang thì bị cong, tôi muốn trả sản phẩm",1,1,1,1
tại sao chỉ có bulon nhưng không có ốc gì kì vậy á,1,1,1,1
thấp quá cao 1m9 nhưng lắp ráp vào hít lên 2 thanh 2 bên yếu không chắc,1,1,1,1
thiếu linh kiện không lắp được,1,1,1,1
độ chính xác về kết cấu tạo cân bằng chưa chuẩn lắm.,0,0,0,0
cứng cáp nhưng chiều cao thấp,1,1,1,1
"chất lượng chưa tốt, sản phẩm không đạt hiệu năng sử dụng",1,1,1,1
xà thấp không như quảng cáo,0,0,0,0
"thảm mỏng, không chất lượng, không hài lòng.",1,1,1,1
"quá mỏng, ngắn hơn so với size",1,1,1,1
trên dưới bằng nhau không hiểu quả,1,1,1,1
"sản phẩm mỏng, không ưng lắm, dễ bị rách nếu vận động trên sàn betong",0,0,0,0
nhờ vnsport liên lạc lại với tôi theo sku: 7814914251761 vì tôi chưa nhận sản phẩm và các bạn ghi nhận là đã giao sản phẩm. xin cám ơn.,0,0,0,0
"sản phẩm giống hình, nhưng chỉ thừa, rác chỉ, bung chỉ ở 1 vài nơi, mình mua giá 129k giao sản phẩm 18k tổng 147k, cao so với các loại sản phẩm khác nhưng như vậy, thất vọng! mong cửa sản phẩm kiểm sản phẩm kĩ hơn, tốt nhất trước khi giao nên kt lại đường chỉ, nhưng lại cửa sản phẩm cũng nhiệt tình tư vấn, dịch vụ tốt, sản phẩm chưa được ưng ý",1,1,1,1
"tôi mua nhầm cỡ, và mua thành 2 sản phẩm giống nhau, giờ tôi muốn đổi lại cỡ và đổi sang một sản phẩm khác thì tôi phải làm ntn, đề nghị phía tiki và gian sản phẩm hỗ trợ. cám ơn nhiều.",0,0,0,0
"mang thời gian đầu tốt, được gần 2 tháng rồi và mới phát hiện giặt máy phải để chế độ giặt nhẹ, không rất dễ bị dãn và rách chỉ túi đựng điện thoại lót trong.",0,0,0,0
sản phẩm không phải việt nam như mình nghĩ,1,1,1,1
"quần khó chịu khi ra mồ hôi hay mặc lâu, khó mặc",0,0,0,0
"mình đặt 2 sản phẩm, nhưng gửi cho mình 1. thiếu 1 sản phẩm, đề nghị gửi lại luôn giúp mình.",1,1,1,1
"sản phẩm size chuẩn. tuy nhiên, phần quần legging bên trong quá mỏng không giữ được điện thoại khi di chuyển nhất là chạy bộ .",0,0,0,0
"kg có size lớn hơn, hy vọng có size dành cho người từ 85kg trở lên",0,0,0,0
"bình thường, bình thường, bình thường",1,1,1,1
tạm ổn tốt tốt tốt tốt không quá tốt không quá tệ,1,1,1,1
"vui lòng kiểm tra lại giúp. mình mua tổng cộng 30 chai. thành tiền: 1.969.000. đã thành toán , đã giao sản phẩm thành công. nhưng khi nhận xong mới khui sản phẩm thì phát hiện chỉ có 1 chai duy nhất. xin vui lòng kiểm tra phản hồi tình trạng này gấp. xin cảm ơn. tổng của mình 2 đơn: đơn sản phẩm 930110963 đơn sản phẩm 587199319 mình đã thanh toán tổng cộng: 3.938.000 vui lòng kiểm tra gởi sản phẩm bù giúp. tổng số lượng cần bù: 58 chai.",1,1,1,1
"giao sản phẩm quá trễ, hẹn 17 nhưng tận 25/11 mình mới nhận được sản phẩm",0,0,0,0
đặt 125ml cửa sản phẩm giao 133ml. sản phẩm dỏm không có tem chống sản phẩm giả. móp hộp không ưng ý,1,1,1,1
xăng kém chất lượng. bình méo mó. mới châm để từ sáng đến chiều đã bay hết hơi,1,1,1,1
"chất lượng sản phẩm rất kém, mua chai 125 ml lại rao 133 ml",1,1,1,1
"chất lượng kém chất lượng, mồi lửa kém",1,1,1,1
"xăng bay hơi cực nhanh, sáng bơm đầy. đến tối đã bay hơi hết",1,1,1,1
sản phẩm không nên dùng rất dễ cháy,1,1,1,1
kém quá kém quá tồi không nên mua ở đây,1,1,1,1
xăng giả châm zippo được mấy tiếng là hết,1,1,1,1
xăng không chuẩn.bắt lửa cực kém,1,1,1,1
"xăng pha nước hay sao nhưng sử dụng được một lúc để lâu quyẹt không bất lữa vậy. tôi mua nhiều sản phẩm rồi, nhưng sản phẩm này tôi rất thất vọng. làm sao tin tưởng mua sản phẩm tiếp theo.",1,1,1,1
"mua 2 cái nhưng gói sản phẩm giao 1 cái, đề nghị giao bổ sung cho khách",1,1,1,1
sản phẩm bị hở khi vặn vòi thì xăng chảy cả ở cổ bình và vòi. nói chung chất lượng bt,0,0,0,0
sản phẩm nhái kém chất lượng,1,1,1,1
sản phẩm chất lượng thấp xăng không đảm bảo,1,1,1,1
xăng dùng tốt mùi không được như ý lắm,1,1,1,1
chưa nhận được sản phẩm ạ nên chưa đánh giá,1,1,1,1
tôi muốn đổi màu khác được ko,1,1,1,1
sản phẩm sét hết nhưng vẫn bán cho khách,1,1,1,1
"không cao cấp lắm đâu, không chống trượt, giá giá giá giá giá rẻ nên chất lượng vậy thôi",0,0,0,0
đề nghị tiki ngưng hợp tác với những chủng loại sản phẩm hóa chất lượng tồi! uy tín của tiki sẽ bị ảnh hưởng!,1,1,1,1
"lúc mua hết kính loại cao cấp hơn nên cửa sản phẩm đưa mình link kính này. mua về đeo thử thấy khá chật, khả năng là kính trẻ em. người lớn đeo sẽ bị cấn.",0,0,0,0
"rất mong cửa sản phẩm thay chất lượng sản phẩm . tôi nhận bị lỗi ở hai đầu, tôi thất vọng .",0,0,0,0
"dây nhẹ, chắc chắn, có thể điều chỉnh độ dài tùy ý. dùng rất tốt. bộ đếm không đúng lắm, không có hướng dẫn sử dụng đi kèm và cũng không có bảo hiểm hay pin thay thế nếu như bị hỏng",0,0,0,0
"không đáng với giá tiền. mới nhảy được vài cái nhưng máy đếm số vòng hỏng luôn. bấm quá trời bấm nhưng cứ bị đứng ở số 1, cạn lời. dây thì cũng không có gì gọi là chất lượng lắm. ra ngoài văn phòng phẩm mua dây 20k chắc nhưng đỡ bực hơn",1,1,1,1
"giao chậm không đủ sản phẩm. đồ ăn cướp,",1,1,1,1
"dây mới nhảy có mấy lần nhưng hư đồng hồ đếm bước, bị đơ bấm không được nữa, không đếm bước được luôn. sản phẩm quá tệ.",1,1,1,1
"chưa biết chất lượng ra sao, nhưng nhận sản phẩm thiếu hoàn chỉnh như vậy thật sự là không vừa lòng chút nào",0,0,0,0
sản phẩm không đếm được số lần nhảy như mô tả,1,1,1,1
"chỉ dùng cho baby, quá ngắn không thể nhảy! tại sao nhà sản xuất không ghi rõ độ dài?",1,1,1,1
nhanh hỏng quá. nhảy được tầm 1 tháng là trục quay bị đơ,1,1,1,1
"dây nhẹ, tay cầm cảm giác không chắc chắn, không xứng với giá tiền",1,1,1,1
vài hôm đã hỏng .kém chất lượng,1,1,1,1
không hề có lõi thép trong tay cầm,0,0,0,0
hơi thất vọng vì dây hơi khó nhảy,0,0,0,0
"dây hơi mỏng, chất lượng thấp so với giá tiền",0,0,0,0
dây mỏng nhẹ hơi kém khó nhảy,0,0,0,0
tệ không đẹp như trong hình huhu,1,1,1,1
đây chất lượng thấp đếm sai,1,1,1,1
"bộ đếm sai, không chất lượng",1,1,1,1
"đếm sai, có chênh lệch sai số khoảng 10",0,0,0,0
"chất lượng tốt, nhưng hơi bị xước",0,0,0,0
bán mình cái túi cũng bán -_-,1,1,1,1
"sản phẩm quá tệ, không như quảng cáo, đổi trả thì .",1,1,1,1
"giao sản phẩm nhanh, quần hơi mỏng, ae chú ý tăng lên một cỡ cho thoải mái, mình m75 68 kg cỡ l hơi nhỏ, lên xl",0,0,0,0
"quần hơi chật, mỏng mặc dù chọn size theo đúng quy định của cửa sản phẩm. mặc bị lộ ra phần mu của nam, nhìn hơi kỳ quá.",0,0,0,0
không kịp mình giá giá giá giá rẻ tm thế w gá từ in có,1,1,1,1
"sản phẩm bình thường, so với giá thì là giá cao.",1,1,1,1
đặt 2 giao 1 lấy tiền 2 chịu thôi,1,1,1,1
cơ bản tốt nhưng để dùng vài lần mới đánh giá được,1,1,1,1
lỡ mua size bé nên không biết có đổi được không,0,0,0,0
"đánh giá không tính điểm mình dky màu toàn đen, nhưng lấy cái có màu trắng phía sau",0,0,0,0
vẫn bị sương mù dù mô tả là chống sương mù,1,1,1,1
"kính xài tạm ổn tốt tốt tốt thôi, đeo vào bị mờ cửa sản phẩm không có khăn nano cho khách sản phẩm.",0,0,0,0
"tôi chưa nhận được sản phẩm, vui lòng ktra lại giúp",1,1,1,1
"giao lỗi sản phẩm và đổi lại không được,",1,1,1,1
"mình vừa mua về mới dùng sáng nay, nhưng kính bị lọt nước vào nhiều quá, bơi được tý là nước lại đầy mắt kính",1,1,1,1
"đẹp nhưng nước dễ vào, có lẻ không hợp cới hốc mắt của tôi",0,0,0,0
"khá oke đầy đủ phụ kiện chất lượng tốt, chưa có cơ hội dùng thử, phần giây không biết giây cao su hay gì nhưng dễ bắt bẩn, nhưng với tầm tiền này thì không nên đòi hỏi quá nhiều?",0,0,0,0
"tôi chưa nhận được sản phẩm này, chưa ai liên lạc với tôi hết nhưng hệ thống cập nhật đã giao sản phẩm. tiền sản phẩm tôi đã thanh toán khi đặt sản phẩm. thật là thất vọng",1,1,1,1
"mua 2 cái trắng và đen, dùng đi bơi đến ngày thứ 3 thì kiếng bị vô nước và bị mờ sương. quá thất vọng",0,0,0,0
"kính vẫn bị sương mù rất nhanh gây khó chịu khi bơi giống như các kính giá giá giá giá rẻ tiền khác. mặc dù dây đeo dễ điều chỉnh và có chốt khóa lại khi điều chỉnh lại khá tốt, nhưng dây lại không co giãn tốt dẫn đến nếu nới hơi rộng thì nước vô, nới hơi chật thì rất là đau đầu.",0,0,0,0
"thiếu mũ bơi, báo giao lại cho khách vỡn thu phí. lần sau không bao giờ mua nữa",1,1,1,1
không có chống mờ nha. bơi vài vòng là mờ tịt rồi.,0,0,0,0
"kính không chống sương như quảng cáo, đệm silicon hơi mềm không mang lại hiệu quả đàn hồi, nên mang nhiều khi bị đau do tiếp xúc với phần nhựa cứng",0,0,0,0
kính vẫn mờ chứ không có chống mờ như quảng cáo,0,0,0,0
"kính bơi bị vào nước, chất lượng kém bằng kính view trước mình dùng. hơi thất vọng với sản phẩm",1,1,1,1
"quá tệ, mới xài lần đầu nhưng nước vào đầy mắt, đưa cho bạn mang thử cũng bị vậy, nhưng giờ không biết phải làm sao với nó, trong khi mới mua và xài duy nhất có 1 lần. có được đổi cái khác không bạn ơi?",1,1,1,1
