content,Quality,Service,Shipping,Packing
"giao sai sản phẩm , nhưng lỡ bóc ra nên đành chịu . đơn sản phẩm không đáng bao nhiêu tiền , nhưng cửa sản phẩm làm ăn , không đáng tin . mọi người đừng mua đồ ở cửa sản phẩm này nhé",1,1,1,0
không chuyên nghiệp. h giao trễ hen không pản hồi lại cho khách hang. không tôn trọng khách hang,0,1,1,0
"nhờ tiki và đơn vị bán đổi lại cái khác, mở ra thấy bị cấn bể 1 bên kính, dán lên mới thấy cấn bể",1,0,0,1
tôi mua lọi chống nhìn trộm nhưng đưa loại trong. dán vào mới biết.,0,0,0,0
sản phẩm không giống như tôi đã đặt,1,0,0,0
"dán thì đẹp, nhưng bị biết cái loa trên màn hình, nghe gọi nói chuyện rất nhỏ, bên đầu dây kia nói và nghe đều không nghe rõ, khi chạy xe là hoàn toàn không nghe được rất nhỏ",1,0,0,0
"sản phẩm bị mẻ nhỏ bên trong, dán xong mới thấy mẻ. tiki giao sản phẩm bị hư",1,0,0,0
"đặt loại có khung, nhưng giao loại không khung",0,0,0,0
lần một giao thì bị vỡ. lần 2 giao thì nhầm sang sản phẩm kính chống nhìn trộm. kính kém như quảng cáo.,1,0,0,0
sản phẩm tệ nhé. miếng dán mỏng không thể gọi là kiếng cường lực được,1,0,0,0
sản phẩm ghi hỗ trợ iphone x nhưng không kích cỡ lại không khớp. cửa sản phẩm nói chuyện không đoàng hoàng,1,0,0,0
"sản phẩm không đúng với iphone 14, ngược đối với sản phẩm",1,0,0,0
kính nhìn không trong . nhìn không thật,0,0,0,0
tôi bị trường hợp: dán cường lực có gạch chéo . không thể đọc được chữ trên màn hình,0,0,0,0
đen vừa mua đã vỡ. b. b. b,1,0,0,0
nhầm sản phẩm rồi cửa sản phẩm của mình 12 prm nhưng cửa sản phẩm gửi xs max dán không vừa,1,0,0,0
tai nghe mới mua nghe được nửa ngày thì tịt không nghe được nữa?,1,0,0,0
"chất lượng da tệ, dễ bong tróc, nhấn móng tay vào là tróc",1,0,0,0
không phải da như mô tả trên quảng cáo,0,0,0,0
"da đểu, không nên mua, phí tiền",1,0,0,0
"sản phẩm không giống hình, viền camera không có da như hình. nhân viên giao sản phẩm thái độ quá tệ",1,0,0,0
mình muốn đổi cái khác ốp bị hở hết viền thế này thì sao dùng được.,1,0,0,0
chất lượng kém chất lượng nhưng bán giá cho cao,1,0,0,0
"chất lượng chất lượng kém, sản phẩm không đúng với thông tin giới thiệu",1,0,0,0
không thể lắp ráp vào máy,1,0,0,0
"mình đặt ốp cho ip11, nhưng gắn không vừa. không biết cửa sản phẩm cho giao nhầm không?",1,0,1,0
"mua cái màu đen tốt, đến khi đặt màu xanh thì giao không đúng sản phẩm. giao mẫu khác. đề nghị giao lại đúng mẫu",0,0,0,0
cửa sản phẩm oi mình đặt 11pm cửa sản phẩm giao mình size gì không vừa,1,0,0,0
"sản phẩm bị bóc trước khi được giao , hoặc do đóng gói quá ẩu , bọc nilon, đệm mút đã bị tháo rời ra. không tôn trọng khách sản phẩm .",1,1,0,1
"mua ốp cho iphone 13 nhưng lỗ loa bị che, không phù hợp. nhìn chung ốp đem lại cảm giác chắc chắn, không nặng. dùng lâu mới biết bền hay không.",1,0,0,0
sản phẩm giả sản phẩm nhái chất lượng kém chất lượng,1,0,0,0
sử dụng thì được nhưng chưa thật hài lòng,1,0,0,0
"giao sản phẩm không đúng mẫu, làm ăn không uy tín",1,1,0,0
bình thường sản phẩm hơi mỏng cầm không chắc tay lắm,1,0,0,0
"không như kỳ vọng. cạnh méo, không chắc chắn",1,0,0,0
"tạm ổn tốt được, mẫu mã hơi xấu; đóng gói quá xấu",1,0,0,0
gửi sản phẩm không đúng kích thước,1,0,0,0
"ốp to dày xấu, khó tháo lắp. thích hợp cho nam",1,0,0,0
"gắng vào không sử dụng được, nhắn tin cửa sản phẩm không phản hồi",1,1,0,0
"người khác thay thế thế nào, riêng mình thay thì nó không hoạt động với apple pencil 2. ra tiệm khác mua thì tốt. cân nhắc",1,0,0,0
"bút không nhạy cảm ứng, xài tạm ổn tốt được thôi",1,0,0,0
tôi chưa nhận được sản phẩm này,0,0,1,0
trơn kêu rít giá nào chất đó,0,0,0,0
không sử dụng được.,1,0,0,0
chất lượng kém chất lượng không giống như quảng cáo,1,0,0,0
"khách,mua loại chống nhìn trộm giao loại thường.",1,0,0,0
"kính cường lực vuốt êm mượt, chống trộm tốt. nhưng chìa khoá xe cạ vào màn hình vẫn xước 1 đường khá dài để đt trong balo . đã sử dụng hơn 3 tuần",0,0,0,0
dán vào nhìn mờ mờ nhưng có kẻ ô,0,0,0,0
sản phẩm không giống như quản cáo không chống nhìn trộm nói chung là lứa người tiêu dùng,1,0,0,0
"kính bị trầy, giá cao, chất lượng vậy kém",1,0,0,0
sản phẩm đã khui hộp. không biết là thật hay là giả,0,0,0,0
"không xứng đâng nửa sao. sản phẩm bẩn, lau cái là mủn ra vỡ vụ luôn. làm ăn vớ vẩn quá.",0,0,0,0
"ốp không giống hình ảnh minh hoạ, giao đến mở ra ốp cự kỳ bụi và dơ, sản phẩm thế này chỉ một lần và mãi mãi không bao giờ quay lại cửa sản phẩm",1,0,0,0
mua ốp 13 mini lại giao 13 thường,0,0,0,0
"màu sắc tốt, đeo rất vừa điện thoại nhưng nhưng mấy nút bấm khó bấm",0,0,0,0
tôi đặt ốp lưng 13 pro max nhưng giao 12 pro max vậy cửa sản phẩm ơi,0,0,0,0
"các nút bấm khó, đặc biệt tăng giảm âm lượng",0,0,0,0
đeo vào tháo ra làm xước vỏ máy . mọi người tránh sản phẩm này,0,0,0,0
"cài có nhưng như không ,nhanh dơ kinh khủng",0,0,0,0
mõng tốt nhưng phím bấm thô,0,0,0,0
mua ốp lưng về nhưng nhỏ hơn đt nữa phí cả tiền.,0,0,0,0
mỏng quá không trắc chắn chút nào,1,0,0,0
xấu xấu xấu xấu xấu quá xấu,1,0,0,0
sản phẩm tệ hơn quẳng cao.,1,0,0,0
giao nhầm mẫu mua 13 pro giao 13 pro max,1,0,1,0
ốp lưng cũ đem đi bán ?,0,0,0,0
"đặt 2 sợi, hư một sợi. sợi không hư sử dụng được thời gian cắm xạc lúc được lúc ko . hazz",0,0,0,0
"sản phẩm rất đểu, quảng cáo sạc nhanh nhưng sạc rất chậm, đầu báo có dầu không cho sạc báo cửa sản phẩm nhận về ktra lại chuyển lại nguyên cái cũ đành phải vứt đi",0,0,0,0
"chính ra mua về chua được 2 tuần nhưng đã bắt đầu bị hỏng, giờ cắm sạc phải vặn vặn mới vào. nhưng giá thì không giá giá rẻ. nhưng hình thức thì vẫn giống ảnh.",1,0,0,0
"nhà bán làm ăn tắc trách giao không đúng sản phẩm, tiến hành đổi trả sản phẩm chậm kéo dài thời gian, tiki vô trách nhiệm là bên trung gian nhưng không tiến hành xử lý nhanh nhưng đợi khách phải gọi tới gọi lui nhưng vẫn chưa giải quyết",0,0,0,0
"sản phẩm cắm sạc bị ngắt liên tục, có lúc sạc nhưng không ăn điện dù mới xài được hơn một tháng",0,0,0,0
đơn dây 2m nhưng cửa sản phẩm gửi dây 1m,0,0,0,0
"cáp sạc mấy đợt trước mua xài được hơn năm nhưng đợt này mình mua dùng không bền, sạc được hơn 1 tháng là hư rồi.",0,0,0,0
"chất lượng tốt, giá cả tốt. 3 sao vì giao sản phẩm không đúng theo đơn đặt 2m giao 1m , khi bán thì tư vấn nhiệt tình lắm khi có vấn đề thì im thinh thít. lạ :-",1,0,0,0
đặt theo mẫu giao sản phẩm mẫu khác nên kg muốn đánh giá nữa,0,0,0,0
"sản phẩm đã bóc seal, sạc cũng không nhanh lắm",1,0,0,0
chọn màu đỏ lại giao màu đen.,0,0,0,0
"cửa sản phẩm bất cẩn, giao sai sản phẩm, đặt 1m giao 2m. inbox không trả lời. come on!",1,1,1,0
"cắm không chắc, hay tuột, không mua lại nữa",0,0,0,0
sản phẩm thiếu vạch đồng hỏng không dùng được,1,0,0,0
mua nhầm loại dây sạc nhưng không hỗ trợ đổi sản phẩm,0,0,0,0
hoàn sản phẩm dùm đi bị lỗi ròi,1,0,0,0
"dây dù chắc chắn, nhưng sạc không nhanh lắm",0,0,0,0
"dùng được mấy hôm thì hỏng, sạc không vào diện",0,0,0,0
khớp cứng cáp tốt nhưng không hiểu sao đặt màu đen thì gửi màu hồng. thấy cũng vài người bị. mình muốn trả lại!,0,0,0,0
đặt bạc giao hồng chán vậy,0,0,0,0
"gửi sản phẩm cuộn lại nhăn nheo, nát. nhưng thực ra là do chất liệu không phù hợp.",1,0,0,0
"sản phẩm bị lỗi không nhận tín hiều bằng đầu usb .đổi trả 2 lần, lần này là lần thứ 3. nếu sản phẩm bị lỗi nữa xin không bao giờ mua sản phẩm này nữa.",1,0,0,0
"mình từng dùng qua m590, m545. và một số chuột silent khác của logitech, tuy nhiên lần này nhận sản phẩm m650 rất khó hiểu khi click chuột trái vẫn có tiếng kêu click, chuột phải thì êm hơn nhiều ? không biết có ai khác bị không. thật sự hụt hẫng và rất khó chịu với vấn đề kiểu này",0,0,0,0
"- mô tả sản phẩm không rõ ràng không biết size đang chọn và có bao nhiêu size - tiki hỗ trợ tệ - sản phẩm không cho chọn size khi đặt sản phẩm tóm lại: mua sản phẩm không vừa tay cầm, yêu cầu đổi trả nhận được phản hồi chậm, và ""không hỗ trợ đổi sản phẩm"" thất vọng",1,1,0,0
"tôi mua kèm gói vận chuyển 25k lúc 10h sáng hôm sau nhưng nhận sản phẩm lúc 14h45 chiều ? shipper đến tận 9h50 mới báo không gọi cho tôi được trong khi tôi vẫn gọi điện thoại , sóng đt bình thường và không giao sản phẩm lúc 10h được , vậy là tôi mất 25k và nhận sản phẩm chậm trễ ? shipper tên lưu anh quân , thái độ kém , bất cần , bất lịch sự",0,1,1,0
"sản phẩm xài tốt, nhưng tiki chưa hỗ trợ xuất hoá đơn theo yêu cầu đính kèm đơn sản phẩm. vui lòng cấp lại hoá đơn vào email:",0,0,0,0
"thật sự thất vọng khi con chuột của mình được đóng gói như vậy, mở ra không túi chống sốc. xót quá dù chưa xài nhưng mình rất phiền lòng. mong cửa sản phẩm có thêm túi sốc.",0,0,0,1
hình thức tốt. nhẹ. kết nối usb tạm ổn tốt tốt. kết nối bluetooth có đỗ trễ nhiều.,0,0,0,0
"giao sản phẩm siêu tốc trong ngày nhưng tận hôm sau mới nhận được . trong khi cần gấp và đã dặn nếu hôm sau giao thì giao sớm buổi sáng . nhưng không thấy giao , tận 12h trưa mới giao . lúc đó đã ra tiệm mua cái khác rồi . tikinow chỉ giỏi thu tiền nhưng dịch vụ tệ",0,1,0,0
"mình mới mua chuột được mấy tuần nhưng chuột bị giật lag, lỗi bluetooth,nhấp chuột cũng không quá nhạy. cũng hơn thất vọng",0,0,0,0
"lỗi phím trỏ trái không nhạy, phải bấm lực mạnh mới được. mình làm thiết kế nên bị chập chờn rất khó chịu. trên hóa đơn thì lại khác số seri của sản phẩm nên không đi bảo hành được. bó tay dịch vụ!",0,0,0,0
chuột hoạt động tốt hai bên hông nó hẹp vào chứ không tròn như chuột bt. ng không dùng quen có thể hơi khó cầm,0,0,0,0
"hơi lác vs máy mác, chưa thử máy win",0,0,0,0
bị hư chuột trái sau khi dùng trong 3 tháng. yêu cầu bảo hành như không thấy hồi âm,1,0,0,0
con lăn chuột không hoạt động được từ lúc mở sản phẩm hic,1,0,0,0
chuột bị lỗi phím trái kêu to khi bấm.,1,0,0,0
"giao sản phẩm chậm quá, không đúng hẹn",0,0,0,0
"giao sản phẩm nhanh, tuy nhiên phần vỏ bên trong lại bị cắt khi mở gói sản phẩm chất lượng thì tốt, chưa dùng lâu nên chưa có nhiều đánh giá, cảm nhận ban đầu thấy tốt",0,0,0,0
"dùng chừng 4 tháng thì tốt, sau đó có hiện tượng đang bao khối 1 đoạn văn bản thì chuột trái tự thả ra, dùng ức chế",0,0,0,0
không ấn được chuột trái sau một thời gian sử dụng,0,0,0,0
chuột trái kích không được. đề nghị đổi trả,0,0,0,0
"góc nhắc nhẹ ạ. quá tệ, mình dán cái này được hơn 1 tuần. không hiểu kiểu gì bị mẻ 1 góc lúc nào không hay thế là nứt kéo dài 2 đường. nhắn tin khiếu nại thì nhân viên nhưng đổ lỗi cho mình làm rớt. ủa xin lỗi chứ kính bạn bán 166k có khi nhưng không bền bằng kính 16k mua ở chợ ạ. kính cường lực 9d kiểu gì nhưng mẻ có xíu thế là nứt luôn màn, thấy review bẻ 2 tay mới gãy, chặt đồ các kiểu ghê lắm. không tiếc gần 200k. ức chế cái cách nhân viên làm việc. quá thất vọng.",1,0,0,0
"hộp thì nhìn xịn nhưng cái kính thì không xịn, dán lên xong thấy trên màn hình có những vân vân sọc sọc nhìn rất khó chịu. ai có ý định mua thì không nên nha, đã bị mất tiền oan rồi. đừng như mình",0,0,0,0
"mô tả thì ghi full hộp, sản phẩm nhận thì không hộp, nhưng tặng cho hai miếng carton mỳ hảo hảo, cửa sản phẩm hài hước ghê.",0,0,0,0
"tệ. giá thì giá cao, mua chưa được 2 tuần nữa bể rồi, rớt từ độ cao cách đất chắc chưa tới 10cm từ cái đế để đt xuống bàn . không che chống nhìn trộm tốt như quảng cáo. con nhỏ em kêu chị làm gì em thấy hết, trừ khi tắt đèn xuống zero, lúc đó mình cũng chả thấy chứ đừng nói gì ng kế bên do miếng che đen nên màn hình nó sẽ tối lại nữa.",0,0,0,0
tiền chúng tôi bỏ ra cao để nhận chất lượng tốt nhưng không,1,0,0,0
giao sai dòng máy. đặt ip14 không biết giao loại nào.,0,0,0,0
mình vừa nhận được sản phẩm. bao bì đóng gói nhìn xịn. nhưng khi dán lên máy thì thấy màn hình có nhiều đốm li ti đầy hết. không phải đốm bong bóng khi bị không khí vào đâu. mình cũng không rõ đó là đốm gì. nhân viên cửa sản phẩm có thể phản hồi cho mình được không? xin cám ơn,0,0,0,0
gửi video theo yêu cầu của cs,0,0,0,0
đặt kính chống nhìn trộm có hộp. giao kính thường giá giá giá rẻ nhưng cũng không có hộp. nhân tin cho cửa sản phẩm cũng không phản hồi. chán.,1,1,0,0
không phải miếng dán màn hình cho iphone 13 pro,0,0,0,0
sản phẩm giao không đúng như cửa sản phẩm để trên tiki. cửa sản phẩm xem lại đạo đức kinh doanh,0,0,0,0
không có khuôn dán sẽ khó dán nếu không có kinh nghiệm,0,0,0,0
sản phẩm giao sai. báo cho tiki thì mãi không thấy xử lý. lại nhưng không có chế độ đánh giá 1 sao,0,0,0,0
đặt mua cường lực ip13 nhưng lại giao ip11 vừa bị che mất phần loa và lắp cover vào nhưng bị tách cường lực ra màn hình.,0,0,0,0
chất lượng kém chất lượng không như quảng cáo. không trống nhìn trộm,1,0,0,0
có 1 cái bị nứt nhé cửa sản phẩm ơi,0,0,0,0
"không phải miếng dán kong chính hãng, dán không khít màn hình, không hộp, miếng dán chưa gì đã có vết lỗi! quá tệ",1,0,0,0
kg chống nhìn trộm như quảng cáo,0,0,0,0
đặt miếng dán iphone 12 nhưng giao cái 12 pro,0,0,0,0
đặt 11 pro max giao 11 mong cửa sản phẩm gởi lại gium,0,0,0,0
không đúng kĩ thuật không phù hợp,1,0,0,0
không có chống nhìn trộm nha,0,0,0,0
"nhanh vỡ lắm lắm dán chống trộm nên màn hình hơi tối dán vào màn hơi gợn, hình ảnh không thật",0,0,0,0
giao sai sản phẩm. mất thời gian và tiền bạc,1,0,1,0
"chống nhìn trộm tốt tuy nhiên sản phẩm không nhạy, bấm mạnh tay mới nhấn được phím",1,0,0,0
"xài không được, dán vô màn hình không sử dụng được, cảm ứng màn hình mất tác dụng",1,0,0,0
chất lượng kém . dán lên cảm ứng kém,1,0,0,0
đặt iphone 13 thì giao iphone 11 rồi giờ sao dán được cửa sản phẩm ơi?,0,0,0,0
"giao sản phảm không đúng, mn cẩn thận",0,0,0,0
"mình đặt 1 củ trắng , 1 củ đen để dễ phân biệt cho 2 thành viên gia đình vì nhiều sự cố liên quân đến cầm nhầm đồ và hỏng đồ , nhưng giao sản phẩm giao nhầm 2 củ đen .",1,0,1,0
"sản phẩm không như hình ảnh mô tả, không phải loại có đồng thời hai cổng sạc usb và type c nhưng chỉ có đầu ra typec thoii. hỗ trợ sạc nhanh chuẩn.",1,0,0,0
"chất lượng kém. khi dùng 2 chấu thì điện kém định, điện thoại dù sạc 7 tiếng nhưng vẫn không đầy pin, dễ hư hỏng pin điện thoại",1,0,0,0
sạc chậm không phải sạc nhanh như quảng cáo,0,0,0,0
"cắm sạc cứ nghe tiếng ồn giá giá giá rẻ giá giá giá rẻ dù mới lần đầu sạc, chả biết có hỏng hay ko",0,0,0,0
yêu cầu ng mua đánh giá sao tốt mới active bảo hành là chưa tốt.,0,0,0,0
"tiền nào của đó thôi, dùng được",0,0,0,0
chất lượng sd được. giao sản phẩm nhanh,0,0,0,0
cửa sản phẩm làm ăn đăng 1 đằng gửi 1 nẻo đả đảo bọn đảo tiki nhưng cx có bọn này không thể chấp nhận được thà không đăng nhưng hơn thế nhưng tiki cx dám đăng cái loại cửa sản phẩm này lên được nhắc nhờ ae mấy bình luận trước có khả năng là do bọn này cài vào thôi chứ đừng mua sản phẩm gì của cửa sản phẩm này thế nhưng dám ghi chính hãng offical giấy đóng nhưng như bỏ sản phẩm kệ khách thà không giao nhưng hone mua về rõ tức,0,0,1,0
"mua rav trên tiki nhiều, tất cả đều sạc nhanh tốt. không hiểu sao con này báo 65w nhưng sạc 1 công usb type c - lightning ra 8w? trong khi báo mỗi cổng ra 18w ít nhất khi sạc nhiều cổng? cần đổi trả",0,0,0,0
chuôi cắm bị lỗi. nhờ hãng đổi lại giúp,1,0,0,0
"cửa sản phẩm đảo, mua cái sạc ravpower thì giao cái sạc gì no name, dịch bệnh không kiểm sản phẩm được, đến khi kiểm được thì tiki không cho khiếu nại, đây là hành vi đảo khách sản phẩm của tiki và cửa sản phẩm này, mọi người nên tẩy chay tiki đi là vừa",0,0,0,0
"có vẻ sản phẩm gặp lỗi, thỉnh thoảng điện thoại cắm không ăn điện hoặc báo thiết bị không phù hợp, gắn quạt mini vào dùng khoảng vài phút thì ngắt 1 lần. đề nghị đổi cái khác",1,0,0,0
vừa nhận sản phẩm kiểm tra nhận thấy ngoại hình bị trầy xước nhẹ. có phải sản phẩm đổi trả không vậy cửa sản phẩm?,1,0,0,0
"không cắm vừa ổ điện, cửa sản phẩm không để hình ổ cắm",1,0,0,0
"mới mua xong thì giá nhưng có 600k nhưng lỡ đặt rồi nên thôi. mua về dùng thì không hiểu sao khi đang sạc chạm vào vỏ điện thoại thấy tê tê, tốc độ sạc bình thường. xài tạm ổn tốt tốt.",0,0,0,0
chưa tốt lắm. không đủ công suất khi xài hết số cổng ra,1,0,0,0
"giao sản phẩm không đúng, đảo, yêu cầu trả sản phẩm hoàn tiền",1,0,0,0
"cửa sản phẩm đảo, giao sản phẩm không đúng với sản phẩm mô tả trên hệ thống. đề nghị tiki giải quyết để đám bảo quyền lợi người tiêu dùng",1,0,0,0
"đảo , giao sai sản phẩm , mong tiki hỗ trợ nhưng không được",1,0,1,0
"cửa sản phẩm đảo để đăng bán cục rav nhưng giao loại sản phẩm đểu, đề nghị tiki xử lý nghiêm khắc.",0,0,0,0
"cửa sản phẩm này lập rất nhiều cửa sản phẩm để lưuaf đảo, lần nào cũng giao móc khoá với đồ lởm, không hiểu tiki quản lý kiểu gì, rất bức xúc",0,0,0,0
"cửa sản phẩm đảo, đặt sạc ravpower giao sạc titan, đề nghị tiki xử lý nghiêm cửa sản phẩm và bồi thường khách sản phẩm thỏa đáng.",0,0,0,0
tôi mua củ sạc nay tuy nhiên khi kiểm tra các thông số khi sạc thì quá thấp. tôi cần người giải thích hoặc đổi/trả sản phẩm,0,0,0,0
hỏng rồi không dùng được nên cần bảo hành đổi trả sản phẩm,1,0,0,0
sản phẩm không giống hình mình mới nhận sáng nag mở ra thì như hình. đề nghị tiki xem xét đổi trả sản phẩm,1,0,0,0
cửa sản phẩm làm ăn . giao sản phẩm lung tung không đúng như đã đặt,0,0,0,0
thế này là sao hả cửa sản phẩm? không đúng sản phẩm tôi đã trả tiền.,0,0,0,0
"vì sao không thể sạc siêu nhanh cho samsung galaxy s21, trong khi cục sạc 45w của baseus lại sạc siêu nhanh được, sử dụng cùng 1 dây sạc",0,0,0,0
tại vì tiki gửi nhiều bực mình quá đánh 1,0,0,0,0
"bán sản phẩm đảo, mất nhân tính",0,0,0,0
"không thể sạc nhanh và sạc thường cùng lúc với 2 cổng sạc type a,",0,0,0,0
"nhận cục sản phẩm giống như bị khui ra vậy, chán. biết vậy mua bên",1,0,0,0
giao sản phẩm không đúng sản phẩm thất vọng quá,1,0,0,0
"cửa sản phẩm giao sai sản phẩm, không đúng với mô tả và hình ảnh đăng bán",1,0,1,0
"giao sản phẩm không đúng sản phẩm, giao cục sạc oppo sản phẩm fake",1,0,0,0
yêu cầu trả sản phẩm hoàn tiền. đặt mua củ sạc ravpower giao củ oppo.,0,0,0,0
"giao sai sản phẩm, yêu cầu trả sản phẩm giúp mình.",1,0,1,0
"đảo, ghi củ sạc ravpower nhưng giao củ oppo bằng 1/10 giá . tiki nhưng bán sản phẩm đảo tnay ah",0,0,0,0
"đảo, sản phẩm giao kém chất lượng",0,0,0,0
có vẻ tất cả đều tốt sản phẩm khá đep,0,0,0,0
giao sai sản phẩm. cửa sản phẩm dối khách sản phẩm.,1,0,1,0
"sản phẩm không đúng, nhưng đã hoàn trả nhanh chóng, vote sao cho tiki chứ không phải cửa sản phẩm",1,0,0,0
"giao sai sản phẩm, có vẻ như đảo, giao cục sạc gì gì chứ không phải rav power",1,0,1,0
"giao , sản phẩm 1 kiểu giao sản phẩm 1 kiểu",0,0,0,0
giao sai sản phẩm. đảo,1,0,1,0
giao sai sản phẩm mãi chưa đổi trả,1,0,1,0
giao sản phẩm không đúng sản phẩm,1,0,0,0
giao sản phẩm vớ vẩn.,0,0,0,0
sao tôi cắm vào điện thoại type c của tôi cũng không nghe được? có phải nó chỉ tương thích với 1 vài sản phẩm? hay do sản phẩm của bạn có vấn đề?,1,0,0,0
không nhận kết nối iphone 15,0,0,0,0
"bút dùng nửa ngày đã hết pin rồi, dừng bút nghỉ tay liên tục để sạc mới dùng lâu được",0,0,0,0
không có gì đặc biệt ngoài tính năng viết với back lại.,0,0,0,0
"cứ khi nào điện thoại phát âm thanh là tai nghe sẽ có tiếng sôi nhỏ nhỏ, nếu dừng phát nhạc thì 0 sôi nữa. đã thử với 2 tai nghe khác nhau và 3 máy đt s9, s22 và 1 máy xiaomi . mình cũng đã đòi bh đổi mới nhưng vẫn bị, chắc là 1 tính năng của sản phẩm. trừ điểm này ra thì jack cũng được, nhỏ gọn, có hỗ trợ mic trên tai nghe.",0,0,0,0
cắm vào nghe bị chậm 1 ít khi chuyển câu rất khó chịu. sản phẩm 120k nhưng không bằng sản phẩm 70k thất vọng,0,0,0,0
"tốt, dùng tốt chơi pubg có mic sau 1 thời gian dùng sản phẩm thì khi cắm tai nghe vào và bật lên thì mic có tiếng rè chói tai, mới đầu tưởng do tai nghe nên đổi tai nghe khác nhưng vẫn bị rè.",0,0,0,0
jack cắm vào khó rút ra. âm thanh truyền đến tai nghe nhỏ hơn trước nhiều. phải vặn volume lên rất to so với trước kia.,0,0,0,0
"mình mua thử để sử dụng với ipad pro, dù vẫn nghe được âm thanh nhưng gặp lỗi là tự động tăng giảm âm lượng hay tự dừng nhạc/video dù mình không căn chỉnh trên cả tai nghe và trên máy. thật sự không nên mua nếu các bạn sử dụng với các sản phẩm của apple.",0,0,0,0
"đơn đặt baseus giao dây gì trên trời. nhắn cửa sản phẩm hỗ trợ thì chậm. buộc phải nhờ tiki hỗ trợ, mất thời gian",0,0,0,0
sản phẩm dùng quá tệ.nghe chập chờn.tiếng lúc được lúc mất,1,0,0,0
"cửa sản phẩm bán đồ đểu, mất uy tín quá. gần 200k vậy nhưng về không có tín hiệu. đề nghị tiki kiểm tra cửa sản phẩm này ngay. có cách nào khắc phục cho khách sản phẩm không thì kém.",1,1,0,0
"chất lượng kém chất lượng, phục vụ kém không hỗ trợ khách sản phẩm khi báo sản phẩm bị lỗi.",1,0,0,0
sản phẩm không hoạt động ạ,1,0,0,0
mới nhận về sử dụng không được 141.000 đ coi như bỏ,0,0,0,0
hỏng sau khi sử dụng 1 lần,0,0,0,0
iohone không nhận được gan vào đt iphone nó không nhận luoin,0,0,1,0
"sản phẩm chất lượng kém, ra tiếng rất nhỏ, so với sợi dây mình mua 29k. quá chán",1,0,0,0
"dây chuyển 3,5 sáng type c không dùng được",1,0,0,0
sản phẩm mua về mag vào và gõ bàn phím thì có 1 âm thanh xột xoạt rất khó chịu,0,0,0,0
"sản phẩm khá là rè, âm thanh qua jack kém, có tiếng è è nói chung là nên mua loại khác",0,0,0,0
điện thoại samsung không nhận.,0,0,0,0
không hoạt động với mic và smartphone android,1,0,0,0
có hoạt động. âm thanh không hay. mua jack chuyển của qgeem âm thanh hay hơn.,0,0,0,0
chỉ dùng được tai nghe. không dùng được mic. galaxy note 10+. mua xong rồi vứt luôn :,1,0,0,0
gắn vào âm thanh cong 1/2 bình thường,0,0,0,0
nhận chân 3.5 kém kém định,0,0,0,0
mỗi lần có tiếng gì đó bật lên là sẽ phát ra âm thanh rè mặc dù tai nghe bình thường không bị gì hết.,0,0,0,0
