content,Quality,Service,Shipping,Packing
"mình mua về được 3 ngày hôm nay mới lấy ra , không hiểu sao nó không phun hơi đều nhưng phun theo từng đợt + chảy nước khắp nhà! vui lòng hướng dẫn thêm!",1,0,0,0
"bàn là dùng lần thứ 2 đã hỏng, không ra hơi nước",1,0,0,0
chính sách bảo hành của tiki quá chán,0,1,0,0
"máy không phun hơi dù có điện vào, bàn là nóng",1,0,0,0
"đây không phải là sản phẩm của lock locck, sản phẩm nhái thương hiệu.",1,0,0,0
đánh giá cá nhân thì sản phẩm này phù hợp vs các bạn ủi đồ nhanh không cần quá thẳng.,1,0,0,0
"khuyên mọi người đừng nên mua. ủi phun ra nước ướt hết đồ nhưng không phẳng, lại mau hết nước cầm rất nặng tay. hối hận khi mua",1,0,0,0
"máy không sử dụng được, hút nước lên kêu tạch tạch rồi xả ra",1,0,0,0
"sản phẩm rất tệ , bị nhỏ nước không ủi được",1,0,0,0
mới nhận nên chưa sử dụng như nào nhưng bấm khởi động máy thì nó kêu như xe tăng luôn í,1,0,0,0
"phải nói là sài cực tệ, ủi không thẳng",1,0,0,0
"bàn ủi ra rất nhiều hơi, nước, ướt hết đồ nhưng mặt bàn là không nóng. không sử dụng được",1,0,0,0
bàn ủi phun nước như bình tưới cây chứ không phải hơi nước.,1,0,0,0
"hơi nước không được mạnh lắm, ủi 2 cái áo là hết nước",1,0,0,0
: xài tới lần thứ 2 không ra hơi nước nữa,1,0,0,0
"ủi được 4 cái áo, không nên dùng . giờ nó không hoạt động rồi",1,0,0,0
"mình mua cho mẹ. mẹ cầm bảo nặng tay, ủi không được thẳng lắm",1,0,0,0
xài xíu xịt không ra hơi nữa,1,0,0,0
"sản phẩm dùng 1 lần, qua lần 2 nước chảy như tưới cây.",1,0,0,0
sài bị rĩ nước và không chạy được nữa,1,0,0,0
máy xay kém pin bị hỏng không sử dụng được,1,0,0,0
sản phẩm mua về dùng được hai lần nấu mì thì đáy nồi bị bông lớp xi mạ có kèm theo bức hình minh họa sản phẩm này kém chất lượng có thể ảnh hưởng đến sức khỏe người dùng. sản phẩm này tôi mua 399 000₫. rất không nên mua cho dù có giá giá rẻ hơn nữa,1,0,0,0
"hào hứng dùng được ngày đầu tiên, nấu xong rửa nồi chùi không ra do bị oxi hoá. nồi dởm so với giá thành, lnl nhưng chất lượng quá kém.",1,0,0,0
"nồi này nấu xong không biết rửa thế nào. hướng dẫn sử dụng không được rửa nước, chỉ lau bên trong và bên ngoài. nấu nước sôi thì được. nấu lẩu, canh, hay mì nhưng không rửa nước + nước rửa chén thì sao sạch? không nghĩ thương hiệu như l l nhưng thiết kế và sản xuất sản phẩm quá kém như thế.",1,0,0,0
"sản phẩm mua về mới mở đã bị lỗi. chỗ gắn ở phía đáy nồi bị lệch, ốc vít bụng ra không gắn vào được.",1,0,0,0
không thấy sản phẩm khuyến mãi kèm theo khuyến mãi kèm theo duy nhất ngày 10/5/2022 yêu cầu trả sản phẩm,1,0,0,0
"chất lượng tốt, nhưng khó vệ sinh vì nó nguyên khối, mỗi lần rửa nước đều vô trong máy. với lại nó chỉ nấu được thôi không chiên xào được vì dễ dính đáy và tới nhiệt độ nhất định là tự tắt khiến cho cơm hay món ăn chiên ngoài khét trong sống. nhưng với giá cả như vậy thì cũng chấp nhận được.",1,0,0,0
giờ phải ntn ạ. vừa mua về đây ốc đi đằng ốc,1,0,0,0
"sản phẩm này bảo là sản phẩm chính hãng , giờ mua về mở ra xài thì là của trung quốc sản xuất? vậy là sao vậy lock lock gì kì quá",1,0,0,0
"hi, mình dùng nồi cứ 2-3 phút là nồi tắt điện, rồi cứ phút sau nó mới nấu lại, liên tục nhiều lần như vậy. vậy có phải nồi bị lỗi không ạ? mình mới mua được vài ngày",1,0,0,0
"mẫu đúng hình, khi đun thử nước sôi xong đổ đi thì thấy có nhiều vết ố dưới đáy nồi, phần đánh giá bị ẩn không cho đăng ảnh và video, không giám dùng khay trứng vì bằng nhựa, kém cho sk",1,0,0,0
sao mới đun 1 lần nhưng đáy nồi đã bị như trong ảnh thế cửa sản phẩm?,1,0,0,0
"quạt ồn, không hơn quạt tầm giá thấp",1,0,0,0
hơi ồn như quạt thường. không có gì khác biệt lắm,1,0,0,0
"quạt ồn quá, tiếng gió hú khó chịu, không dùng cho phòng ngủ được. remote nhỏ gọn nhưng không nhớ được tình trạng số và chế độ đã chọn trước đó, nút tắt mở chung với tốc độ nên muốn tắt phải bấm qua hết các tốc độ rồi mới tắt được, rất bất tiện cho 1 quạt có dùng remote. sản phẩm chính hãng.",1,0,0,0
sản phẩm lỗi không thể sử dụng,1,0,0,0
sản phẩm mới dùng đã có tiếng kêu rất khó chịu,1,0,0,0
"chạy ồn kêu to,kém lắm",1,0,0,0
quạt gia công đẹp. bực nhất là khi quay vẫn bị rè rè dàn nhựa rất khó chịu. run dàn lồng bảo vệ giống lỗi của quạt asia và senko. quạt mitsubishi không bị,1,0,0,0
dùng được 1 quạt to quạt bé không chạy được cảm ơn tiki,1,0,0,0
tạm ổn tốt tốt với mình sản phẩm mainchina chứ o phải japan,1,0,0,0
quạt đẹp nhưng khá ồn hơn so với senko chỉ bằng 1/2 giá,1,0,0,0
cứng cáp chắc chắn nhưng kg mát và ồn thất vọng về sản phẩm,1,0,0,0
mình mua bằng thẻ tín dụng bidv có ưu đãi giảm giá nhưng không được chiết khấu nguyên nhân vì sao vậy ad,1,0,0,0
"ấm đun 2 lớp cách nhiệt nhưng nóng bà cố luôn, chẳng những không cách nhiệt nhưng cũng không giữ nóng, nấu nước sôi để 2 giờ sau nguội. ấm lock n lock không biết có phải sản phẩm chính hãng hay sản phẩm giả, nhưng lỡ mua rôi hy vọng dùng bền cũng được chứ không thì phí tiền. à nhưng ấm này n/h 2 năm phati không cửa sản phẩm ?",1,0,0,0
khi mở sản phẩm ra bị vỡ thì đuổi như thế nào?,1,0,0,0
rao bán có tặng quà là hộp hấp lò vi sóng khi khách mua thì không có. qc,1,0,0,0
"bình đun nước trung quốc , sản phẩm ghi ra cho khách lựa chọn , sao lại ghi hàn quốc để khách mua lầm . bán sản phẩm online phải thật tha sản phẩm nhe .",1,0,0,0
sản phẩm bị bể hoàn toàn phần đầu mặt dù đã mua gói bảo hiểm cho sản phẩm!,1,0,0,0
thiếu linh kiện không có chốt của nắp đậy,1,0,0,0
"đơn sản phẩm bể nắp như đã được mở ra trước đó, tin tưởng đặt sản phẩm ở tiki trading nhưng lần này quá thất vọng.",1,0,0,0
"đế mỏng manh quá, giá mắc hơn bình đun siêu tốc sunhouse nhưng đế mỏng nhìn không chắc chắn như sunhouse, chỉ được màu đen đẹp thôi.không bit cái nào bền hơn phải qua 1 thời gian xài thử.",1,0,0,0
"tạm ổn tốt được, chưa thật sự hài lòng vì bình mỏng manh.",1,0,0,0
"mua sản phẩm tiki rất nhiều, nhưng lần này mình thất vọng thật sự, sản phẩm vậy thì dùng được chứ",1,0,0,0
không được tốt lắm. rót nước bị tràn ra hai bên mép dễ bị phỏng,1,0,0,0
máy không chạy. đã lắp đúng cách nhưng máy không khởi động khi ấn cam xuống.,1,0,0,0
"máy chạy quá chậm, kẽo kẹt như bà lão kéo xe bò, bắt rất lâu, nhưng lâu hơn vắt tay nhiều, kêu rất to. vô cùng thất vọng. mình mua để tiết kiệm thời gian buổi sáng vắt nước cam cho cả nhà nhưng giờ lâu hơn vắt tay thế này dùng thử 1 lần bỏ xó luôn, rất mất thời gian và tiếng kêu quá to",1,0,0,0
"máy quay được 1 lần thấy tốt, mình mua thêm 2 cái đi tặng. lần 2 là không quay được luôn. quá thất vọng",1,0,0,0
"chế độ vắt đảo ngược không được tốt, tương đương máy vắt cam của comet nhưng giá thì gấp 3 lần. bạn mình mua máy vắt cam philip rất tốt. sản phẩm giảm giá 50k so với sản phẩm tiki trading phân phối. hic. lần sau mua của tiki trading thôi!",1,0,0,0
đặt sản phẩm vào luc 14h chiều thứ sáu 14/12. tiki báo dự kiến giao miễn phí chủ nhật 16/12 nên mới đặt mua sản phẩm với tiki. sau khi xừ lý đơn sản phẩm tiki lại thông báo là dự kiến giao thứ tư 19/12. đây là chiêu thức khách sản phẩm. tiki nên trung thực báo chính xác khi báo dự kiến giao sản phẩm cho khách sản phẩm.,0,1,0,0
đây là tình trạng gói sản phẩm khi mình nhận được.,1,0,0,0
loai 25w lực quay yếu mọi người nên mua loại 40-50w về mẫu mã thì ọkey. tiện lợi,1,0,0,0
"quạt yếu, không mạnh như quảng cáo, dù đã sạc đầy pin.",1,0,0,0
"chỉ đun sôi nước từ nguồn nước máy sạch nhưng đáy bình đóng cặn ngay trong tuần đầu tiên. đun sôi nước với baking soda để vệ sinh thì đáy bình sạch, nhưng lại có vết cặn ngay lần đun sôi nước tiếp theo. bình thiết kế đẹp nhưng chất lượng kém so với giá tiền.",1,0,0,0
máy không hoạt đọng được đổi sản phẩm,1,0,0,0
"nốt công tắc ngay đầu tay cầm, không thuận lợi khi dùng tăng giảm tốc độ",1,0,0,0
"sản phẩm mới mua 1 tháng, sử dụng vài lần đã hư. bật không lên",1,0,0,0
tôi cần hỗ trợ bảo hành sản phẩm.,0,1,0,0
tiki gửi email spam quá. rất là phiền,0,1,0,0
mình sử dụng chưa được 1 tháng thì sản phẩm đã bị hư pin và không thể sạc để dùng được,1,0,0,0
may yeu hút nhanh hết pin nóng may,1,0,0,0
có 4000pa nhưng ghi 9000 pa,1,0,0,0
may nho cong suat yếu không dùng cho xe oto,1,0,0,0
"máy hơi nhỏ ,sạc dùng time ngắn,được cái hút bụi hút tóc hay các vỏ nhỏ tốt",1,0,0,0
bếp quá tệ. nấu được một lúc là tắt và nghe mùi rất khét. vùng hồng ngoại bị lệnh ra ngoài làm nóng cả các nút điều khiển.,1,0,0,0
"chất lượng kém chất lượng, lỗi.cùi cắm điện gãy chân không xài được. chất lượng kém chất lượng, lỗi.cùi cắm điện gãy chân không xài được.chất lượng kém chất lượng, lỗi.cùi cắm điện gãy chân không xài được.chất lượng kém chất lượng, lỗi.cùi cắm điện gãy chân không xài được.chất lượng kém chất lượng, lỗi.cùi cắm điện gãy chân không xài được.",1,0,0,0
bếp điện yếu để nhiệt độ lớn nhất nhưng vẫn lâu sôi,1,0,0,0
"sản phẩm tệ, dùng yếu với nắp lỏng lẻo",1,0,0,0
dùng pin không khoẻ bằng sạc như trước! rất yếu ạ,1,0,0,0
máy chạy khá êm và cạo khá sát. tuy nhiên dao mới dùng đã hỏng 1 bên. vậy hạ từ 5 sao xuông 2 sao,1,0,0,0
"sản phẩm người tiêu dùng, nay mới mang ra thì không chạy được",1,0,0,0
"cạo khá sạch, nhưng 1 bên bị lỗi cứ xoay lòng vòng",1,0,0,0
"máy ép kiệt nước, phần bã rất khô. lắp vào khá dễ. nhưng điểm trừ lớn nhất là rất khó tháo ra. mình là nữ, khi lắp mất có 5-10s, nhưng khi tháo mất cả gần 1 tiếng vẫn không được, phần trụ ép hít rất chặt. buổi sáng nhưng mất thời gian để tháo vệ sinh máy rất bực. ps: ảnh là phần trục ép gắn chặt với thân máy, mình tháo không được",1,0,0,0
"giá giá giá rẻ hơn rất nhiều so với những nhà bán khác. máy chạy êm ái, dễ tháo lắp và vệ sinh. tuy nhiên máy nghiền không nhuyễn nên ép không được kiệt bã. dùng tay có thể vắt ra thêm được 1 lượng nước đáng kể.",1,0,0,0
không kiệt nước cho lắm. bã quá nhiều. dễ bị kẹt.,1,0,0,0
lắp ráp không tiện . chất nhựa mỏng manh,1,0,0,0
"máy bị rò nước. ép được 3 lần: 2 lần ép dứa, 1 lần dưa hấu đều bị rò nước khoảng 5ml, chưa rõ là rò phần trục quay hay ren cao su chỗ thoát bã",1,0,0,0
máy mới mua về không lên nguồn không xài được yêu cầu tiki xử lí,1,0,0,0
ép 1 lần rồi không ráp được nữa.,1,0,0,0
"nồi thì cũng tốt, nhưng so với sản phẩm nội địa nhật thì không xứng đáng vì giá quá giá cao. khuyên những người muốn mua nồi này, nếu không quan niệm sản phẩm mới sản phẩm cũ thì tìm hiểu và mua các nồi cơm nội địa nhật, nấu cơm ngon hơn nhiều, chức năng nhiều và giá thành giá giá rẻ hơn. mình biết khi hơi muộn, lỡ mua rồi",1,0,0,0
mua về đã hư công tắc bật tắt.2 tuần sau máy cũng hư luôn .bán sản phẩm gi chán thật,1,0,0,0
"mình mua nồi này là nồi thứ 2 để tặng ông bà. chiếc thứ 1 mình mua ở shoppee mall thì lòng nồi dầy dặn và nặng hơn hẳn, lần này thì hơi mỏng hic",1,0,0,0
nồi cơm điện không hoạt động được.,1,0,0,0
nồi cơm bị bể về đến nhà mới kiếm tra,1,0,0,0
"màu sắc kiểu dáng bàn ủi đẹp nhưng bình nước quá nhỏ, bị nhiễu nước khi sử dụng. bàn ủi cầm hơi nặng tay. các bạn cân nhắc khi mua.",1,0,0,0
"ủi không thẳng, ủi xong 2 áo trắng đều bị dính màu đỏ có trong các lỗ phun hơi. thất vọng! dù đã chọn thương hiệu philip nổi tiếng.",1,0,0,0
"nước phun giọt lớn, máy ủi không thẳng",1,0,0,0
không hiệu quả như quảng cáo.,1,0,0,0
máy mau hết nước. ủi lâu thẳng. thay nước xong khởi động lại nước chảy ướt đồ đang. ủi,1,0,0,0
dùng được 2 lần thì không nhưng nóng mỗi lần ủi chảy nước ra nhìu. khiến dễ bị giật điện,1,0,0,0
"vừa mua về ủi được đúng 1 lần xong rút điện, cắm ủi lại lần nữa thì không ra hơi nước nữa",1,0,0,0
"bàn ủi quá yếu không là phẳng được đồ. nhanh hết nước, cầm nặng tay. yêu cầu trả sản phẩm nhưng chưa được hồi đáp",1,0,0,0
chất lượng sản phẩm quá tệ,1,0,0,0
"dùng không hiệu quả, là lâu mới phẳng, không phẳng mịn.",1,0,0,0
bàn ủi khá nặng.,1,0,0,0
chất lượng tốt nhưng các lựa chọn ít nên chỉ cắt được tóc ngắn.,1,0,0,0
"sản phẩm bình thường, không như kì vọng",1,0,0,0
"cắt không ngọt, tông đơ ủi tóc đi",1,0,0,0
đã trả sản phẩm do công suất không đúng công bố,1,0,0,0
"lòng nồi vẫn bị dính. trước đó mình dùng loại có lòng nồi chống dính tốt hơn mặc dù đó thương hiệu không có tiếng bằng toshiba nên hơi có tý thất vọng. lòng nồi có 1 thang đo nước capacity với mức thấp nhất 0,5. cho hỏi mức thang này áp dụng cho hình thức nấu nào. muốn nấu 1 cốc hay 1,5 cốc gạo thì đo nước thế nào vì thấy thằng đó nước của gạo trắng tối thiểu là 2 thôi. mình cám ơn",1,0,0,0
"mình mới mua nhưng bố mẹ không biết dùng, bạn nào quan tâm ib mình thanh ly lai nhe",1,0,0,0
"sau thòi gian hơn tháng sử dụng từ lúc mua cơm nấu như bị sống bề mặt trên một chút. và cơm không được mềm cơm, chất lượng nấu gia nhiệt không được đều nên chỗ chín cơm là vùng đáy nồi. nhưng từ giữa nồi cơn lên phần trên mặt thất vọng {xe khô cơm và cứng hạt,ăn như bị sống}",1,0,0,0
nồi nấu nhiều hơi nhưng bị rò điện,1,0,0,0
"nồi cơm có kèm muôi xới tiện lợi để xuống bàn không bị bẩn và giá hấp inox khá ưng nhưng chức năng nấu cơm vs công nghệ cao tần không có gì đặc sắc, không tương xứng giá tiền. cùng 1 loại gạo nấu nồi cuckoo bóng dẻo, nấu thử sang nồi này thì chán hẳn.",1,0,0,0
"sản phẩm mẫu mã đẹp, chắc chắn, dễ sử dụng, nhưng mình đun cơm ăn không thấy ngon, thậm chí nhưng không ngon bằng nồi cơ mấy trăm nghìn mình đang dùng, mặc dù đã thay đổi mức nước các kiểu, chồng và các con ăn cơm kêu bình thường, nhưng về độ dinh dưỡng hơn thì mình không đo được, nói chung không được như kì vọng ban đầu của mình về độ dẻo, thơm, ngon nhưng nhà sản xuất đã quảng cáo, có thể là do mình không hợp với nồi này.",1,0,0,0
"không biết hấp lại cơm nguội kiểu gì, sách hướng dẫn không nói rõ. mình dùng chức năng steam/quick cook thì có cháy, mặc dù đã đổ thêm nước rồi.",1,0,0,0
"nấu cơm bị nhão xung quanh, cơm không được ngon",1,0,0,0
không sử dụng được vì nấu cơm dễ bị thiu,1,0,0,0
"nồi thiết kế không biết làm sao để tắt nguồn, nút cancel chỉ tác dụng giữ ấm/nấu lại thôi, không có tắt nguồn được, quá tệ!",1,0,0,0
chổ nắp thoát hơi lấy ra không được.,1,0,0,0
mới mua về nhưng sản phẩm bị rò điện cầm lên giật bắn người vậy anh em,1,0,0,0
sản phẩm đẹp chưa dùng chưa biết chất lượng giao sản phẩm quá nâu đợi chán cả người,1,0,0,0
cho mình hỏi nồi nhiễm điện như thế này là sao vậy?,1,0,0,0
"máy không nhưng nguyên hộp, đã xé hộp và dán băng keo lại. cảm giác như đã bị rơ, đánh trứng bị rùng và giật. mình đã có 1 máy rồi. nên khi dùng máy này thấy khác biệt liền. sản phẩm lỗi cửa sản phẩm đem bán lại à.",1,0,0,0
"sản phẩm bị trầy xước, như đã qua sử dụng",1,0,0,0
"ngày đầu tiên dùng khá êm, tới ngày 2 thì tốc độ đánh chỉ thực hiện được ở nấc 4-5",1,0,0,0
không có vấn đề gì rất tốtkakkakakak,1,0,0,0
hộp đựng máy có vẻ như bị dở ra xem,0,0,0,1
"sản phẩm đẹp, nhưng chạy hơi ồn",1,0,0,0
động cơ ac chứ không phải là động cơ được như trong quảng cáo trên tiki,1,0,0,0
"thiết kế kém, phần nối thân và đầu quạt quá ngắn nên quạt không chắc chắn, phần đế thì làm bị vênh",1,0,0,0
chất lượng thấp hơn so với giá thành,1,0,0,0
binh rhuong gió không mạnh không có chỗ xách quat,1,0,0,0
"thiếu 3 ốc để gắn quạt với đế, nên quạt hơi ọp ẹp",1,0,0,0
quạt kg có remote và thiếu 3 bu lông lắp chân đế.,1,0,0,0
sản phẩm đủ. nhưng không hài lòng khi đặt thêm một combo không đủ sản phẩm. và cho một sao vì cách giải thích của cửa sản phẩm không thuyết phục. sẽ không ghé lần 2 cho dù giá có giá giá rẻ nhất thế giới. chứ đừng nói giá giá rẻ nhất toàn quốc.,1,0,0,0
"lõi số 2 chứa ít than hoạt tính và không được nén chặt. cứ tưởng mua giá đã cao hơn các cửa sản phẩm khác thì được sản phẩm chính hãng, hoá ra cũng vậy. thôi ra mua cho đảm bảo",1,0,0,0
đặt lọc kangaroo nhưng giao karofi,0,0,1,0
"vỏ bọc phin rách, cũ trông không sạch sẽ, nhìn không đảm bảo vệ si h",1,0,0,0
do nhà minh xài nước giếng . bộ lỗi trước mua xài chua đến 1 tháng là dơ đúng . nay mua loai này xài để nguyên tháng nhưng trắng tinh . nản,1,0,0,0
sang phẩm dep rất hài lòng tốt,1,0,0,0
sản phẩm này tiki gởi nhầm sản phẩm tôi muôn mua rồi ạ. vì vậy tôi muốn gởi lại sản phẩm này,0,0,1,0
máy đánh trứng mini dùng được đánh trứng cũng khá lâu làm bánh ngon tạm ổn tốt cho bốn sao,1,0,0,0
mình mới mua máy về dùng thử đánh long trắng trứng chỉ sau 2 p máy đã nóng khét mù dù hướng dẫn sử dụng là 5p. nhựa nhìn rất lởm lem nhem dù là sản phẩm chính hãng nhưng rất tệ.,1,0,0,0
"mới thử, thấy máy chạy cũng tốt. khg biết dùng về sau như thế nào. tạm ổn tốt thời đánh giá 3 sao",1,0,0,0
"dùng cho gia đình thì tốt, dùng lâu nóng máy",1,0,0,0
thấy củng tốt nhưng bền tính sau,1,0,0,0
máy tạm ổn tốt tốt. giá cả hợp lí.,1,0,0,0
"dùng đúng 1 lần đầu tiên trong chưa đúng 1 phút, khói bốc khét lẹt, không dám dùng nữa",1,0,0,0
"hài lòng với mức giá đã mua. công xuất tạm ổn tốt tốt với mẻ bánh nhỏ,",1,0,0,0
"chất lượng kém chất lượng,mới thay lọc đươc 5p lỏi lọc ra chất bẩn đen như thấ này",1,0,0,0
"sản phẩm scan mã không được, vậy có phải chính hãng không.",1,0,0,0
"cùng hãng nhưng quy cách không giống nhau, lắp vào không được",1,0,0,0
lọc có bề ngoài khác so với trang web của hãng,1,0,0,0
"tôi dùng máy karofi slim s-s308, có lắp được lõi số 2 của combo này đâu. quá to so với vỏ số 2. cửa sản phẩm cần phải có nói trong phần mô tả cho khách sản phẩm chứ.",1,0,0,0
chưa sử dụng nên chưa đánh giá được chất lượng sản phẩm but vẫn cho 2 sao,1,0,0,0
tìm hoài không thấy mã xác thực chống sản phẩm giả,1,0,0,0
hài lòng với việc giao sản phẩm trước 1 ngày. chưa sử dụng nên chưa biết chất lượng có đảm bảo không. đánh giá chất lượng sau,1,0,0,0
"gởi sản phẩm sai, gởi sản phẩm sai số",0,0,1,0
"làm cả 3 lẩn với đủ công thức, ngay cả bằng công thức các bạn đã làm thành công chia sẻ trong đây vẫn bị tách nước, lần đầu làm nhưng không đông nổi. phải đem đi ủ thủ công. chắc do phân bố nhiệt không đều, yêu cầu đổi cho tôi cái khác. mua về không xài được cũng như không.",1,0,0,0
"máy nóng quá làm sữa chua bị tách nước, làm thủ công ngon hon, thất vọng",1,0,0,0
"làm sữa chua không ra sữa chua, không nên mua",1,0,0,0
so với cách làm sữa chua truyền thống máy không giúp tiết kiệm thời gian và làm chất lượng sữa chua ngon hơn . mình thấy máy này không cần thiết lắm.,1,0,0,0
