content,Quality,Service,Shipping,Packing
không phải lụa đường ren may không giống có mùi khó chịu vải ren bị ố,1,0,0,0
"sản phẩm đúng mẫu,chất liệu vải lụa chưa được như ý lắm",1,0,0,0
dạ cửa sản phẩm ơi cái bộ đồ của e sao nhỏ vậy ạ mong cửa sản phẩm đổi cho em được hông ạ,0,1,0,0
không hài lòng giao sản phẩm không đúng size . không có mục lựa chọn size không bao giờ mua lại,0,0,1,0
"giao 1 sản phẩm không đúng cỡ đã chọn cỡ s , quá to so với cỡ s",0,0,1,0
tại sao tôi đặc bộ người lớn nhưng ra trẻ em là sao,0,0,1,0
"1 bộ rất rộng, không đúng cỡ đã chọn là cỡ s",0,0,1,0
"áo đúng size theo bảng hướng dẫn, tuy nhiên cổ hơi rộng",1,0,0,0
"đã trả sản phẩm, màu tối hơn trên hình, gần như màu đen",1,0,0,0
áo ra màu hơn sản phẩm chợ ?,1,0,0,0
sản phẩm không đúng mầu đã đặt.,0,0,1,0
"sản phẩm không đúng hình ảnh,chất lượng kém.",1,0,0,0
"chất lượng kém chất lượng , sợi vải nhìn thô không mềm mịn.không được kiểm tra sản phẩm trước khi thanh toán.",1,0,0,0
làm ăn quá tê.cửa sản phẩm kg có uy tín .yêu cầu đổi sản phẩm liền,0,1,0,0
"vải đẹp, sản phẩm không đúng mẫu và màu, thất vọng",1,0,0,0
đường may hơi kém,1,0,0,0
"quá tệ, đường chỉ may xấu, chỉ nhưng chưa cắt, tệ quá",1,0,0,0
"màu sắc không đúng chọn hồng nhưng gửi xám,đường may và chỉ không đẹp,nhưng chỉ thừa quá nhiều trên đường may chất liệu không được mềm mại,",1,0,0,0
"chất lượng qua tệ,nên cho dẹp luon là vừa,hình quần dài,giao quần ngắn,vãi qua nhieu chỉ lòi ra.nghỉ luon là vừa",1,0,0,0
"đồ bị xước 1 đường khá dài, chất liệu vải xấu rất dễ tưa, xước.",1,0,0,0
giao sai mẫu sai màu bực mình,0,0,1,0
chất liệu vải thì đẹp đó! nhưng may quá ẩu đi! ngồi cắt chỉ với khâu lại cả buổi sáng. nhưng kiểu này giặt máy giặt vài lần là tan nát hết thôi!,1,0,0,0
sao sản phẩm đặt bô dài ma giao sản phẩm bô lửng không đúng sản phẩm đặt,0,0,1,0
sai nay không mặc vừa co cho đôi lai ko,1,0,0,0
tôi đặt bộ đồ màu hồng và mẫu hoàn toàn khác với thực tế sản phẩm đã giao,0,0,1,0
làm ăn yêu cầu một mẫu gửi mẫu giá kiểu như đi xin,0,1,0,0
sản phẩm nhận được không giống với ảnh quảng cáo! sản phẩm quần ngắn!,1,0,0,0
vải mỏng mềm tuy nhiên chất liệu vải chưa tốt lắm chọn sai hơi to nhưng không đổi lại được hơi bất tiện,1,0,0,0
sản phẩm quá tệ không như hinh,1,0,0,0
"rất không hài lòng, sản phẩm giao khác mô tả và hình giới thiệu",0,0,1,0
hinh quang cao quan dai ma sau giao quan dui,0,0,1,0
"đồ mặc vừa,vải hơi mỏng không biết giặt máy giặt có bị tưa đường chỉ",1,0,0,0
kiểu dáng đẹp nhưng vải mỏng quá bị dạt đường may,1,0,0,0
"sản phẩm đường may khá cẩu thả, vải giống phi bóng, không phải lụa",1,0,0,0
"chất liệu dỡ quá , mặc giặt 1 lần đã tuột hết chỉ ,",1,0,0,0
"rất mềm nhưng khi mặc được 1 lần thì bị tua hết, không mặc được nữa",1,0,0,0
"bán không đung với những gì người mua đặt, nếu hết màu thì phải gọi lại để hỏi hoặc hủy hay lấy màu khác. nhưng này không gọi nhưng bán cho người đặt luôn chứ, tôi góp ý để cửa sản phẩm rút kinh nghiệm, mình kinh doanh chủ yếu đặt ủy tín lên sản phẩm đầu ạ",0,1,0,0
giao không có hạt rau muống và 2 túi cái mỡ. giao thiếu hangf và không giao đúng sản phẩm,0,0,1,0
quần hồng mình nhận có vệt bẩn. >60k nên chất mềm,1,0,0,0
"mình mới dùng lần đầu, dán 8 tiếng đi làm đến khi bóc ra bị phồng rộp da luôn. huhu miếng dán này có giới hạn thời gian dán không vậy? cho mình biết với ạ.",1,0,0,0
sản phẩm không giống hình tôi đã chọn. loại tôi chọn là quần vải cotton.yêu cầu tiki giải quyết vấn đề giúp. tôi rất không hài lòng,1,0,0,0
"form quần không đẹp , thực tế thì không như hình ảnh , quần không ôm, dài .",1,0,0,0
cửa sản phẩm bán sản phẩm không đúng như quảng cáo hay nói đúng hơn là cố tình đảo khách sản phẩm. tiki nên dẹp các chủ cửa sản phẩm làm ăn không chuẩn này đi.,0,1,0,0
"gửi sản phẩm sai quảng cáo, gửi sản phẩm giá giá rẻ tiền hơn. và không đúng size yêu cầu",0,0,1,0
"sản phẩm rất kém chất lượng, không phải cùng loại như trên hình đăng. không thể sử dụng được.",1,0,0,0
sản phẩm không đúng mô tả sản phẩm đổi trả cũng y như cũ,0,1,0,0
"quần chất lượng kém. mỏng tang, trông như tỉm. vẫn nhưng nguyên chua dùng . không nên bán loại này,",1,0,0,0
"sản phẩm khác hoàn toàn hình ảnh thể hiện, chất lượng kém, sản phẩm rách, bẩn. không phải giấy vải nhưng chỉ là giấy bình thường. tệ vô cùng.",1,0,0,0
chất luong không như quảng cáo mong rách qua te,1,0,0,0
sản phẩm không giống như quảng cáo. rất tệ!,1,0,0,0
không giống như hình mẫu đã đăng,1,0,0,0
"chat luong kem, khong nen mua",1,0,0,0
cai tot cai xau tra tron vo giao sản phẩm,1,0,0,0
"quá mỏng, không thể mặc được",1,0,0,0
chat luong qua chan,1,0,0,0
"mua sản phẩm, mặc không vừa, nt ncc hỏi thăm đổi sản phẩm nhưng ncc lại chuyển lại cho tiki. thấy tiki gởi email thông báo nhưng đến giờ vẫn không ai hỏi thăm để tìm hướng xử lý.",1,0,0,0
"màu sắc như hình, áo thì hơi ngắn, lớp đệm ngực cứng và lỏng gây đau, mình đã phải tháo độn ngực ra, cắt đi lớp lót đã hỏng, may thêm 2 đường ly dài sau lưng cho áo ôm vào người. cũng tạm ổn tốt được",1,0,0,0
size l nhưng quá nhỏ trong khi không có thông tin giải thích rõ.,1,0,0,0
"chất lượng vải tốt. áo hơi khó mặc, nếu có mấy đường dây kéo ngắn phía sau cổ thì sẽ dễ mặc và tháo ra hơn.",1,0,0,0
"điểm cộng: túi zip tốt, chất liệu tốt, điểm trừ: đệm ngực kém, sản phẩm lem màu",1,0,0,0
"tiền nào của nấy là đúng, không phải sản phẩm được giảm giá nhưng đúng giá trị thực.",1,0,0,0
"áo xấu lắm , len dệt thưa mỏng, áo bèo nhèo",1,0,0,0
đánh giá không tính điểm đặt combo 10 quần trong khi đó chỉ giao 5 quần tính tiền 10,0,0,1,0
mặc dù giá đã giảm nhưng 199k nhưng chất lượng thì chưa tương xứng so với các sản phẩm khác ở tầm giá này,1,0,0,0
không giống trong hình .,1,0,0,0
"áo mỏng quá, dài to so với 1m5 40kg",1,0,0,0
mua áo dài nhưng lại giao áo ngắn :,0,0,1,0
"tôi mua áo chống nắng toàn thân, sao lại giao cho tôi áo này, tôi muốn đổi lại sản phẩm",0,0,1,0
"màu đẹp kiểu giống hình, nhưng chất liệu vải không như ý.",1,0,0,0
hơi mỏng và không có giãn,1,0,0,0
"vải mỏng quá,size nhỏ hơn bình thường.",1,0,0,0
váy ngắn hơn hình ảnh nên không thích,1,0,0,0
"chất liệu mềm, vừa vặn. giao sản phẩm nhanh phù hợp với giá tiền",1,0,0,0
sản phẩm như hình,1,0,0,0
"bán đảo khách sản phẩm, sản phẩm giao sai trước lúc đặt. nói chung không ra gì. sau này chắc không mua nữa",0,0,1,0
bị không đọc feedback nhưng mua luôn. áo giặt 1 lần co rúm lại đến tận rốn không mặc được luôn. bỏ đi quá phí. không nên mua nhé mn,1,0,0,0
không biết mặc kiểu gì? áo này của trẻ e hay sao cửa sản phẩm? chắc không bao giờ mua lần nữa,0,1,0,0
"quá tệ, đảo, sản phẩm kg có một chút nào là như hình, tui lấy làm giẻ lau nhà rồi",1,0,0,0
"áo vải cứng, vải mỏng, lỗ to, không tiện mặc , phải mặc thêm áo lót",1,0,0,0
chất liệu tệ không đẹp không như trên hình quá xấu,1,0,0,0
chất lượng quá kém .sản phẩm không giống trong hình. không hài lòng khách sản phẩm,1,0,0,0
lần trước mua rất hài lòng nhưng lần này quá thất vọng xin vui lòng hỗ trợ đổi sớm giúp tôi xin cảm ơn,0,1,0,0
sản phẩm không giống trog hình gì hết vải rất xấu không nên mua nghe mọi ng,1,0,0,0
"không hài lòng với cách xử lý của ch. hết sản phẩm tại sao không gọi điện trực tiếp nhưng chỉ nhắn tin trong tiki, đâu phải ngày nào cũng vào tiki đâu, rồi tự đổi loại quần khác chứ, loại quần này mặc nóng, bí bách. quá tệ luôn.",1,0,0,0
không hài lòng lắm mua 10 cái nhưng giao có 3 màu toàn trắng và đen,0,0,1,0
bình thường. size hơi to.,1,0,0,0
thất vọng. mở túi ra vải hôi đúng kiểu vải giá giá giá rẻ ngoài chợ. cùng giá tiền này mua của love vera chất vải thích hơn rất nhiều.,1,0,0,0
bình thường. không đẹp như mô tả,1,0,0,0
chỉ mặc ôn mông được lần đầu là lần sau bị giãn ra thêm 1 size mặc nhiều lần chắc nhưng giãn tiếp,1,0,0,0
"quan mac tốt, thoang, chat lieu cung thoai mai, chi la mau sac thi mua giam gia nen chi được gui mau sac que que loe loet, được vai cai mau sac nhe nhang.lan sau jam se mua tiep.",1,0,0,0
"vải bình thường à. không mịn và mát như mn nhận xét, sờ vô thô ráp.",1,0,0,0
vải không hút mồ hôi. khó giặc bằng tay. không nên mua,1,0,0,0
"nhầm mẫu, không đẹp! nhận đại",0,0,1,0
sản phẩm không giống với hình,1,0,0,0
vải mỏng không được đẹp lắm,1,0,0,0
không đúng với hình ảnh quảng cáo,1,0,0,0
"sản phẩm chưa đúng size, chọn 1 size giao nhiều size",0,0,1,0
đặt rất nhiều tiki lần này bị cho 5 cái quần đểu trẻ con,1,0,0,0
"đặt 10 quần nhưng giao chỉ có 5 quần, lại nhưng giao sai sản phẩm nữa chứ.",0,0,1,0
tạm ổn tốt được. bận thoải mái nhưng lấy size 50kg rộng quá,1,0,0,0
giao sai sản phẩm. không phải áo toàn thân. yêu cầu trả sản phẩm ạ,0,0,1,0
"sản phẩm không giống mô tả, hình thì áo toàn thân, nhưng sản phẩm thì áo ngắn, vải mỏng",1,0,0,0
áo ngắn không giống hình minh hoạ,1,0,0,0
đường may không xấu.,1,0,0,0
giao sai màu. giao thành màu đen,0,0,1,0
chất len mỏng dão phom áo không đẹp,1,0,0,0
"chất lượng kém, áo nilon",1,0,0,0
"không hài lòng giao sai mẫu, sai kiểu",0,0,1,0
"chất liệu không được đẹp lắm, hơi mỏng. hay nhăn và dễ thành nếp.",1,0,0,0
"chất liệu nhiều nilon, cứng, không như mong đợi.",1,0,0,0
"mình mua 2 cái áo, sản phẩm giao chậm nhưng cái màu đỏ bị lủng lỗ nhỏ sau lưng áo, mẹ mình không kiểm tra kĩ lỡ giặt rồi giờ mới thấy. mua mấy lần rồi lần này bị vậy.",0,0,1,0
tạm ổn tốt được mình mặc áo cở 2xx nhưng mình mua tới 3x nhưng mặc muốn chật ép mặc đại chứ biết làm sao bây giờ,1,0,0,0
tốt mình rất thích nhưng mình chon sire vừa quá cho nên không thoải mái bạn ạ,1,0,0,0
"size mặc vừa nhưng vải hơi mỏng, thấy mọi người đánh giá tốt nhiều nhưng sao của mình thấy chưa ưng ý",1,0,0,0
xxl 2 xx nhưng nhỏ bắng l. không tôt,1,0,0,0
"không hài lòng, vải mỏng.",1,0,0,0
"tư vấn số kg tương đương với size áo, nhưng khi nhận áo lại không vừa, kéo khóa là cái áo ôm người sát rạt.",0,1,0,0
"áo khoác nhưng mỏng đến bất ngờ. áo nhưng mỏng hơn mấy áo thun ngắn tay mặc nhà, tưởng chừng đưa lên ánh nắng nhưng thấu qua hơn nửa. độ bền sẽ đánh giá theo thời gian nhưng thấy mong manh quá",1,0,0,0
chất liệu tốt nhưng nón hơi nhỏ không có vành che mặt,1,0,0,0
"áo mỏng di nhiên là không nóng rồi, không thích hợp mặc trời nắng găt. bù lại được tới 6 túi. túi trong có khóa kéo,",1,0,0,0
vải mỏng và xấu. chất lượng không phù hợp giá thành,1,0,0,0
"vải mát, màu đẹp nhưng hơi mỏng",1,0,0,0
vải rất mỏng. kg đáng với 229k. vải mỏng như vậy tất nhiên mặc sẽ mát rồi. nhưng ra nắng chẳng che được cái gì hết. mỏng đến nỗi soi đèn lên thấy luôn cái bóng đèn. hic,1,0,0,0
side 4xl nhưng nhỏ xiu mặc không vừa so với số cân đã giới thiệu,1,0,0,0
"áo mỏng và xấu, đường may bt, thấy nhiều ngừoi khen nên mới mua nhưng không thích tí nào",1,0,0,0
"áo kg đúng siz, nhưng bực mình với người giao sản phẩm thối tiền lộn 100k, mình gọi lại liền trả lời kg biết.",0,0,1,0
mẫu áo đẹp nhưng vải hơi mỏng nhé!,1,0,0,0
không hài lòng áo may kiểu thô và xấu quá .chấtl liệu vải tạm ổn tốt được nv giao sản phẩm tận tinh.vv.tốt,1,0,0,0
"chất liệu vải không có giãn nhiều. cạp không cao, không cố định form. nói chung bthg",1,0,0,0
"cửa sản phẩm làm ăn gì vậy . mua màu da, giao màu hồng là sao ?",0,1,0,0
"không giống mẫu, màu nhạt hơn",1,0,0,0
rất không hài lòng. sản phẩm không giống mẫu,1,0,0,0
để giá 84.000đ giao đến tính 98.000đ không hài lòng,0,0,1,0
cũng tạm ổn tốt được vải không đẹp,1,0,0,0
chất lượng kém không chất lượng,1,0,0,0
"giao nhầm size, không báo trước cho kh",0,0,1,0
"cửa sản phẩm ơi tôi đặt áo size xl nhưng to quá, 100 kí mặc cũng được, giờ tôi muốn đổi sản phẩm lại",0,1,0,0
"màu xấu không như hình, chất lượng kém, nhăn nhàu",1,0,0,0
lần đầu tiên mua sản phẩm trên tiki. tôi thấy mình đã sa. vì tôi đã mua được áo vải thun . cuộc sống ta luôn phải trả phí cho bài học cuộc đời. tôi luôn là không.h của bạn la.da. vì ở đó tôi luôn hài lòng!,1,0,0,0
"hình ảnh chụp là bán áo nhưng cửa sản phẩm lại gửi giá giá rẻ lau vậy,phí tiền mua và tiền giao sản phẩm, mọi người không lên mua nha đảo.",0,1,0,0
"kiểu đẹp mặc hack dáng, tiếc là áo màu xanh đỏ bị ra màu. nhưng nói chung tốt so với tầm giá, lần 1 mua 229k lần sau giảm nhưng 143k.129k",1,0,0,0
"bình thường nhận xét không nặng lời, nhưng chỗ này đúng người, kiểu tìm cách xả sản phẩm đi hết, kiếm được đồng nào hay đồng ấy.",0,1,0,0
đảo: theo đơn sản phẩm là áo màu đỏ đũi thì giao ghẻ lau. quá!,0,0,1,0
đảo nói áo của nesa cửa sản phẩm nhưng giao 2 cái thứ gì thế này,0,1,0,0
sao làm ăn đảo vậy. không giao đúng đồ đặt nhưng giao toàn đò cũ bỏ đi,0,0,1,0
cs quả lag nhiều điều bất ngờ .thế mới gọi là xh,0,1,0,0
treo đầu dê bán thịt ; quá thất vọng,1,0,0,0
"giao không đúng mẫu, áo mẫu kiểu chữ a, vạt áo bầu, nhưng lại giao áo suông vạc ngang, quá chán",0,0,1,0
"treo đầu dê bán thịt , sản phẩm đểu",1,0,0,0
đánh giá giống áo màu trắng . buôn bán nhưng cứ không đàng hoàng hoài vậy,0,1,0,0
"chất lượng tạm ổn tốt được, giao sản phẩm chưa được nhanh",1,0,0,0
"áo bị ra màu, không đẹp như hình",1,0,0,0
áo rộng so với size dáng tay dơi,1,0,0,0
không đúng màu đỏ mong muốn,0,0,1,0
đường may bị lỗi may lai bung,1,0,0,0
đánh giá không tính điểm tệ wa không giong sản pham đang,1,0,0,0
quá tệ. quần lót nylon không phải cotton . giao sai cỡ.,0,0,1,0
"giá tiền không xứng với sản phẩm, quản không hẳn là màu đen nhưng là màu xanh đen, nhiều chỉ thừa, vải nát lắm",1,0,0,0
"vải không được đẹp, phần mông không được ôm",1,0,0,0
"mọi người không nên mua. 1. mỏng cực kì 2. may bị lỗ bên to bên nhỏ 3. bị rách lưng quần nếu không vì lịch đi dày đặc, mình đã không mua sản phẩm trên về.",1,0,0,0
"chất lượng rất kém. túi 5 cái size bé tí, không dùng được cái nào. rất thất vọng",1,0,0,0
rất kém tệ hại không nhưng gì để tả .,1,0,0,0
"đặt mầu da, đưa các mầu, sản phẩm thì không được đổi trả, thiệt thòi cho ngừoi mua",0,1,0,0
mình đặt set 10 quần. tính luôn cả giao sản phẩm 164.000. cửa sản phẩm giao sản phẩm trong đó chỉ 1 quần. 164.000/1 quần. cửa sản phẩm làm ăn thế này khác nào đảo ạ. mong cửa sản phẩm hay tiki phản hồi giúp mình. chứ thế này thì sau này ai dám đặt sản phẩm nữa. mất hết lòng tin,0,1,0,0
giao sản phẩm không đúng hình đăng bán,0,0,1,0
"đặt mình giao size l, mặc qq gì được coa bị khùng không",0,0,1,0
tại sao đăng thì là 10 cái nhưng khi nhận lại chỉ nhận được 1 cái nhưng vẫn giá 145k ? cửa sản phẩm làm ăn kiểu gì đấy? đề nghị tiki vào làm rõ việc này. và người mua sản phẩm nên để ý tránh bị đảo!,0,1,0,0
mua màu da giao màu lá chuối cửa sản phẩm dở,0,1,0,0
"phù hợp với giá tiền, xài tốt",1,0,0,0
quần không có gì tốt để trên web là combo 10 cái nhưng khi giao thì nói là 1 cái tốt bằng 10 cái chất vải thô và xấu rất rấtx1000 chữ tệ,1,0,0,0
"thấy tiêu đề ghi là 1 set 10 cái quần, nhưng hnay mình nhận sản phẩm thấy có 1 cái? tiki người mua à?",0,0,1,0
mình nhận sản phẩm không cùng size,0,0,1,0
quá to so với kg,1,0,0,0
"thấy mn review áo tốt nên mìn đặt mua, ngoài chất liệu da cá khá tốt thì kiểu dáng khá xấu! thường thì áo khoác phần bo phía dưới áo sẽ hơi nhỏ hơn phần thân áo 1 xíu để giữ dáng form áo, áo này thì phần bo áo phía dứoi lại to hơn thân áo nên mặc lên nhìn xấu, giống như kiểu quần ống loe vậy, mặc vào nhìn như áo mặc lâu và bị giãn vải ra. phần thân áo phía sau bị dính dính chất bẩn giặt không ra, dùng bàn chải chà mạnh cũng không ra, chỉ ra màu chỗ chà! bỏ ra 346k để mua áo này mình thấy không thật sự xứng đáng với giá trị, 346k là bao gồm phí giao sản phẩm 14k, chẳng hiểu thế nào trong khi mua sản phẩm tiki cứ 250k là free giao sản phẩm",1,0,0,0
"vải đẹp nhưng đường may thưa, xấu, vải lót túi mỏng như giấy, bỏ chìa khóa 2 lần là đảm bảo lủng luôn. tui nhưng chưa kể việc đặt sản phẩm xong giá lên tự động hủy đơn sản phẩm nữa, vì cần nên phải đặt lại giá cao. rút kinh nghiệm không trả trước cho tiki, đợi giao, xem sản phẩm mới thanh toán.",1,0,0,0
áo đẹp nhưng có cái không thấy đẹp trong catalogue của goking lại in giá 350k cho size 10/12/14 nhưng nâng tiki nâng giá lên 499k rồi giảm sâu 37 nhưng 315k.,0,1,0,0
đặt 5da 5 đen nhưng giao 10 đen,0,0,1,0
"giao không đúng mẫu mã sản phẩm,không uy tín!",0,0,1,0
giao sản phẩm thi một mầu trắng duy nhât. con không cả cho đôi vớ nư như quảng cáo. tiki để cho nhà cung cấp sản phẩm qua tệ . noi không đi đôi vơi hành động. moi ngươi mua sản phẩm trên tiki phải hết sức chú ý nhé. không tiki dung túng cho nhà cung câp sản phẩm làm loạn,1,0,0,0
"mua 2 hộp nhưng giao có 1 hộp à,nhưng vẫn tính tiền 2 hộp nha",0,0,1,0
"bình thường ,trùng màu , không giúp hình chụp",1,0,0,0
không đúng màu như trong hộp quảng cáo. tệ.,1,0,0,0
sản phẩm không chất lượng như mong muốn,1,0,0,0
"đặt mua 2 áo,cùng size mình,nó giao 2size trên trời,không vừa được áo nào.đúng theo kiểu treo đầu dê bán thịt chó,kê giá cho cao rùi hạ xuống,thật hối hận khi mua sản phẩm này.áo nhưng thua sản phẩm 3ao 100k.một trang bán sản phẩm tiki nhưng bán những sản phẩm như thế này mất hết uy tín và chất lượng.tôi không bao giờ muốn mua quần áo trên mạng nữa",1,0,0,0
áo mai đường chỉ nhăn nhúm không thể mặc được ạ màu sắc khác với hình mình có kèm ảnh áo thật nhận được 19/9/2019,1,0,0,0
"chất lượng tệ không giống lần trước, mua 1 rồi thấy được nên mua thêm 3 màu nữa thì không giống chút nào , có trả lại được không tiki, mình muốn gửi lại mua sản phẩm khác tiki ơi",1,0,0,0
"tôi mua 2 áo xxl sao giao áo nhỏ xíu vậy cửa sản phẩm, nhỏ hơn cái l nữa , đổi cái khác được khg",0,1,0,0
"sản phẩm dơ,bẩn,không đúng size. size mình nhưng 70kg mặc vẫn vừa. sản phẩm không tem nhãn,không rõ nguồn gốc và xuất xứ. nhìn rất giống sản phẩm 2hand. khuyến cáo mọi người không nên mua!",1,0,0,0
"vải giống loại thun bóng hay may ga giường, chãy, màu sắc không tươi. được cái vải mỏng thì mát so với mấy loại áo 49-50k bán trên . giặt xong nó bèo nhèo. chắc mặc 1 tháng sẽ bỏ vì cũ lắm",1,0,0,0
"áo xấu, mua size mình nhưng thành xxl. vải mỏng, nhàu nhĩ, đường may dúm dó. quá tệ. mình trung thành với tiki lâu rùi nên tin tưởng. ai dè treo đầu dê bán thịt . đừng mua nhé mọi người.",1,0,0,0
lân cuối cùng mua sản phẩm của bọ tiki bọn đảo áo này có 20 không không ai thèm mua đẩy giá 300 không đúng là bọn đảo chỉ được lần thôi .,0,1,0,0
"áo không khác gì sản phẩm chợ giá giá giá rẻ. thun mỏg te. màu nhạt bớt và chữ in khi giặt lần đầu cho sạch đã rạn, mờ tùm lum. nói chug hàg không hề đúg với quảng cáo. mất niềm tin quá!",1,0,0,0
"nếu sản phẩm này ngoài chợ giá 20k kg ai mua, cái này ng ta thường gọi là "" treo đầu dê bán thịt "" à nhưng là thịt thối mới là diễn tả đúng nghĩa cho kiểu làm ăn này.",1,0,0,0
"tui cũng đồng cảnh ngộ, mua màu xanh dương giao màu xanh lá, vải mỏng tanh, giặt xong lem màu thấy ghê, treo đầu dê bán thịt chuột.",1,0,0,0
"áo bị lỗi không giống với như hình chất lượng kém nhưng kém hơn so với sản phẩm chợ , nếu ai có ý định mua sản phẩm này thì nên dừng lại không thì thất vọng lắm !",1,0,0,0
áo mỏng giản. from áo người lớn. vai áo trẻ con mặc không được luôn. mua xong nhà có thêm ghẻ mới. không tưởng nổi áo vậy cũng bán,1,0,0,0
đây là lần đầu tiên thất vọng khi mua sản phẩm tiki. mua về không dám mặt thậm chí ở nhà .,1,0,0,0
đặt 2 cái xxl nhưng giao 1 cái vừa. 1 cái quá nhỏ như áo em bé vậy. ở nhà không có trẻ nhỏ phải cho sản phẩm xóm thôi. thật không hài lòng,0,0,1,0
lần đầu tiên mình mua sản phẩm gặp trường hợp như thế này sản phẩm không có tem mác nhưng nhưng bị lủng lỗ nữa,1,0,0,0
"sản phẩm giống hình cái chữ. nhưng vải nhẽo nhèo nhèo mặc không lên dáng chút nào cả. nói chung xấu. vải xấu, không giống hình",1,0,0,0
size mình nhưng áo quá nhỏ không thể mặc vừa. tiki xem có thể đổi lại cho mình không?,1,0,0,0
"sản phẩm quá chán sẽ không bao giờ quay lại ,bán sản phẩm kiểu treo đầu dê ván tgitj cgos",1,0,0,0
"áo chọn size s nhưng nhận áo về không có size, áo rộng như size xxl, vải như giẻ, không bằng áo 100k/3 cái ngoài chợ",1,0,0,0
với giá này thì không có ý kiến gì nhiều tuy vải hơi mỏng,1,0,0,0
đặt size xxl nhưng giao 2c sai gì không biết áo như em bé mặt làm sao được tiki làm việc gì kỳ vậy,0,0,1,0
áo người lớn nhưng đem về trẻ con mặc vừa,1,0,0,0
"mua 2 cái cùng size đây, chất liệu vải thì khỏi nói.",1,0,0,0
áo không chuẩn size vai hẹp mặc xấu nói chung không hài lòng,1,0,0,0
áo vải kém mua về 2 ngày đổ lông rất dễ rách ở trước nhưng mặt nhưng nóng,1,0,0,0
vải như giẻ lau. chất lượng quá kém . thất vọng về tiki . không bao giờ mua trên này nữa,1,0,0,0
thun xấu quá.in hình áo không giống hình dat nua ?,1,0,0,0
sản phẩm quá tệ . áo size xxl nhưng nhỏ xíu cho bé 6 tuổi mặc nhưng chậc . quá thất vọng,1,0,0,0
